,date,content,n_repost,n_like,n_comment,id,city,influency
5229,2024-01-30,"#朴成训[超话]#💫#朴成训时尚icon# 
品牌方甄选大C版头[酷] ​​​",76,629,57,dormancy1208, 中国香港,762
24031,2024-01-30,"犯罪现场拍摄花絮

#安宥真# cut http://t.cn/A6jOGQoc ​​​",101,652,8,今天我一定, 中国香港,761
25672,2024-01-30,这是我去过景色第一的泳池 ​​​,8,625,115,极速拍档-Jacky, 中国香港,748
35630,2024-01-30,妈妈对newnew的第一印象是震惊，因为太帅了哈哈哈哈哈 http://t.cn/A6jWrbel ​​​,28,691,25,长颈鹿oppa的阿昕, 中国香港,744
14272,2024-01-30,【仙乐】我最爱的两首黛曲非主打。。。。仙到上天 ​​​,25,616,102,让我评评棒曲吧, 中国香港,743
13741,2024-01-30,"ISU Statement

俄罗斯最终获得团体铜牌，取消Valieva个人赛成绩，EC奖牌递补 ​​​",131,581,30,Mutterseelenallein, 中国香港,742
22189,2024-01-30,"#BounPrem[超话]#
• 240130 BounPrem相关动态更新• 

wabi将见面会放出来了

️©StudioWabiSabi
文案：可爱
资源：可爱

————————————————————
翻译&文案禁二改二传转载及商用 ​​​ http://t.cn/A6jWuB5n ​​​",121,565,55,BounPrem_CN, 中国香港,741
3600,2024-01-30,我推の二逼 ​ http://t.cn/A6jl9h8l http://t.cn/A6jl9h8m http://t.cn/A6jl9h81 http://t.cn/A6jl9h8g http://t.cn/A6jl9h8k http://t.cn/A6jl9hRv http://t.cn/A6jl9hRz http://t.cn/A6jl9hRA http://t.cn/A6jl9hR4,249,484,7,为什么愛总是打水漂, 中国香港,740
53146,2024-01-30,《無限超越班2》我來啦！奉上第一条錄製花絮上班vlog [鼓掌]我的無限超越KPI是：打破刻板印象、動作演員也是演員！ #无限超越班# http://t.cn/A6jO23cA ​​​,8,638,93,向佐JackyHeung, 中国香港,739
13939,2024-01-30,【】不知道能不能头 虽然不讨厌隔壁番男主但是看到这个发言一看头像就破案了[允悲][给力][给力] ​,9,651,78,88爱吃方便面, 中国香港,738
21569,2024-01-30,"#陈钰琪长风破浪终有时# ☀️#陈钰琪田晓婉# 
2024.01.30   上班

一路向阳，今日份温柔@陈钰琪Yukee 

#长风破浪终有时# http://t.cn/A6jOSqwc ​​​",50,595,92,司徒carey819, 中国香港,737
137483,2024-01-01,分享视频 http://t.cn/A6lmHCCL ​​​,38,520,179,阿田Justin, 中国香港,737
13575,2024-01-30,佛哥烤姐合照永远都那么好笑 ​​​,62,661,9,Murphiecho, 中国香港,732
22157,2024-01-30,"日本到达🥰大大的眼睛

/yujin_dog0901
#安宥真# http://t.cn/A6jlP2sP ​​​",86,633,10,今天我一定, 中国香港,729
13967,2024-01-30,"不要经常夸男人帅。

夸得多他会飘，并认为自己配得起你绰绰有余。

你可以夸他“认路能力强/大方/会爱护女生/心胸广阔/性格好/有远见/动手能力强”等【有利于女人】的特质，

[doge]甚至夸他“床上厉害”，也比夸帅要好。

男人本来帅，不用你夸，他也知道；
男人不帅，你经常夸，他就会过分自信。

 ​​​",151,559,16,灵爱宝宝, 中国香港,726
7558,2024-01-30,"情人节的安排
🐺：还不确定，但有和Nhu说一起旅行
🗣️：去哪里旅行 P'Zee
🐺：跟 Nhu 讨论说找个时间去马尔代夫旅行
🐱：‪为什么要告诉他们啊。
🐺：哦，这不是需要保密的事情呐。‬

我擦！！！！！你俩偷偷计划啥呢
#zeenunew# http://t.cn/A6jWBfTA ​​​",66,608,51,大头不是大头呐, 中国香港,725
21851,2024-01-30,"#社交网络#质证室一幕中卷西的细节处理[并不简单]：

刷推看到台湾影评人谈到这段对峙时的情绪暗涌：当律师曝光华多的“虐鸡黑料”时，马克神经反射般伸出手，好像想要去阻止。

律师并没留意到旁边的微小动作，支起胳膊时也就挡掉了他。而对照剧本内容，卷西这个下意识般的举动并不是提前设计好的，“ ​​​",310,382,31,贝克街电影档案员, 中国香港,723
13826,2024-01-30,"第一次看这个视角的…😖😖😖超级sweet😖😖

http://t.cn/A6jlZmtg ​​​",162,546,14,Onesidedimple486O, 中国香港,722
72039,2024-01-30,"饭拍之神的神是神泉锐的神

#2023封神饭拍#｜#沈泉锐# ​​​",17,659,45,Ricky_memeplus, 中国香港,721
3143,2024-01-30,"这是《蜡笔小新》里面印象最深刻的几个片段之一了——野原广志的回忆录。#野原广志的前半生#

记录了广志从小到大的成长历程，在秋田县骑单车上学，再到大城市工作，然后认识美伢，生下小新小葵……他的一生亦是很多人的一生，平凡而幸福。[心] http://t.cn/A6jOiqtV ​​​",93,594,32,HeyWarWars, 中国香港,719
3736,2024-01-30,"◜◝ -- ◜◝　  ｡ﾟﾟ･｡･ﾟﾟ。
(。・㉨·  )つ━✩ ･  *
⊂   　 ノ 　　　･° 
  しㅡＪ　　　°。+ * 。 
　　　　　　　　　. ･°
　　　　　　　　　° ｡ﾟ ﾟ･｡･ﾟ ﾟ。 
　　　　　　　　　　ﾟ。   　  ｡ﾟ 
　　　　　　　　　　　ﾟ･｡･ﾟ http://t.cn/A6jWiELt ​​​",174,529,12,冰川阵雨自白书, 中国香港,715
7190,2024-01-30,#朴成训[超话]# 每次切大屏听到恩静尖叫声都藏不住笑容的得意小白狗一只 感觉身后的尾巴已经开始狂摇了🥺 http://t.cn/A6jWllsJ ​​​,198,484,32,吞拿鱼子酱菜包, 中国香港,714
3464,2024-01-31,公开给单！公开分析！一切都是公开！#财经#  http://t.cn/A6jTHadw http://t.cn/A6jTHarS ​​​,17,54,642,比特皇刺客MAX, 中国香港,713
35319,2024-01-30,PEACH JOHN X ENHYPEN🖤 ​​​ http://t.cn/A6jlKJKH http://t.cn/A6jlKJKg,85,619,4,小狗冰室, 中国香港,708
53962,2024-01-30,"#申留真美貌捕心者#🍬#申留真itzy唯一全球top# 
【240130】MCD官推更新

240125 MCD 留真 ""Mr. Vampire"" ​ ​​​",36,661,11,申留真_CandySquad, 中国香港,708
106935,2024-01-01,"#kimhanbin[超话]# [相爱] #solo歌手金韩彬# 
【视频】240101 韩彬「shxxbi131」 ins更新一则

配文：Happy New Year 2024 🐉💙

--------------------(•ө•)-------------
🫧彬泡翻译群【http://t.cn/A6CKkWQE】
📮持续招新中【http://t.cn/A6xVyIeR】 http://t.cn/A6lmTAXz ​​​",230,455,20,金韩彬_WITHID, 中国香港,705
107246,2024-01-01,"兪眞和恩妃不只抱抱，還一起聊天了[抓狂]

推上轉發區：0:13 看到恩妃的笑容，我就知道兪眞又在逗她了

轉：izoneternally
# 小丸日常 http://t.cn/A6lmYWat ​​​",78,610,14,I_AM_59754, 中国香港,702
22170,2024-01-30,"#taynew[超话]# 
💙呆相关饭拍更新

带着妈妈去公司啦，拉妈妈去newnew的咖啡馆生日应援喝东西还把newnew的卡片放到杯子里带走了[doge]嗑的我有点晕

（为什么我离开了他就去公司[泪][泪]）

cr. newwwzzing taytawanmyanmar loveyou_na23 ​​​ http://t.cn/A6jWcvzv http://t.cn/A6jWcvzA http://t.cn/A6jWcvzJ",64,597,28,长颈鹿oppa的阿昕, 中国香港,689
114710,2024-01-30,"#赵美延门面主唱# [玉兔捣药]#赵美延POWER主唱# 
【TWI】240130🐰官TWI更新美延相关

http://t.cn/A6PgUR3O
http://t.cn/Ai0siSYT
http://t.cn/Ai0sMI1y

💚美延个人IG: noodle.zip
💌Bubble翻译群http://t.cn/A6NUsdcR
💙招新公告http://t.cn/A6WmpMQj
💙新粉必看 http://t.cn/Ec8Cm1Z 

赵 ​​​",19,626,41,MIYEON赵美延_zip, 中国香港,686
25017,2024-01-30,#宁艺卓[超话]# 我把前面能字剪掉了aaaa🆘 这是一个问句！宁宁又去拍什么了！！[色] http://t.cn/A6jWglI2 ​​​,30,607,49,猪猫牌奶油粥, 中国香港,686
21830,2024-01-30,"绝了。。。。梅西
这传球，这视角 http://t.cn/A6j03BVc ​​​",120,515,49,GOAT里奥梅梅守望者, 中国香港,684
23897,2024-01-30,"❄️：秋天的个人技…bang（假装开枪被击倒），bang不行…其他好像都可以做，坐下，趴下，伸爪子，拿拖鞋（家务）…还有什么，转圈，V（把脑袋放在V上）也可以做，内，可以做的很多呢。而且大约教一天就能学完。为什么bang做不了呢，因为秋天不能勉强躺下，那样直接躺下，秋天绝对不做，除非自己想躺

 ​​​",114,555,11,小狗冰室, 中国香港,680
7700,2024-01-30,"我说林云 去马代俺们为啥不能知道！！！
还藏着掖着 别太会撒娇了

#zeenunew# http://t.cn/A6jWBpF2 ​​​",33,618,27,大头不是大头呐, 中国香港,678
7433,2024-01-30,🥺 http://t.cn/A6jlKUdD ​​​,6,657,8,璇酱--, 中国香港,671
21929,2024-01-30,"🐺：还不确定，但有和Nhu说一起旅行
🗣️：去哪里旅行 P'Zee？
🐺：跟 Nhu 讨论说找个时间去马尔代夫旅行
🐱：‪为什么要告诉他们啊。
🐺：哦，这不是需要保密的事情呐。‬
🗣️：为什么你不想让告诉啊？
🐺 ：对啊Nhu为什么不想让告诉啊？如果不告诉，我们走了他们也会知道的
🐱 : ‪ ​​​",79,564,27,大头不是大头呐, 中国香港,670
13945,2024-01-30,"🗣️：‪这次（马尔代夫）是不是要轮流拍照了？因为就两个人去了。
🐺：其实我们也想要他拍，因为我们也想要情侣照。‬

俺要是不上班 俺就去给你俩拍情侣照 [阴险]
#zeenunew# http://t.cn/A6jlv6rc ​​​",63,556,49,大头不是大头呐, 中国香港,668
52924,2024-01-30,"对于晚场比赛你可能有点蒙圈，不知道支持哪一方会比较好。不过没关系，爵哥来帮你提供几个思路。我建议你耐心看完下面的内容，这样你就能在今天的比赛上做出明智的选择啦。相信这对你会有很大帮助的哦！
———英超  03:30———    
队伍：#诺丁汉森林vs阿森纳#
推荐：小3球
主任：1到3球
数字：1-0 0 ​​​",428,212,25,每日球场爵, 中国香港,665
13965,2024-01-30,啊啊啊啊啊小海你把吉米tag在自己身上干嘛 ​​​,93,512,53,草莓草莓草草莓_, 中国香港,658
49973,2024-01-30,#在微博看见体育##排超联赛# 女排联赛冠亚军决赛第三场今晚19：30打响，前两回合双方战成1-1，谁能取得这场天王山之战的胜利？ http://t.cn/A6jOZ2VW ​​​,1,647,8,Volley小站, 中国香港,656
13618,2024-01-30,"【#azureray战队##eslone伯明翰# 赛况速报】
    预选赛决赛对阵G2xIG（BO5）第四局艰难获胜！比赛时长107min，人头比35比27，目前比分AR 2-2 G2xIG。
    兄弟们决胜局加油！争取一举拿下门票！
#dota2##AzureRay战队[超话]# ​​​",19,474,162,AzureRay战队, 中国香港,655
3364,2024-01-30,"签售小纸条一张🐹

💜：我感冒了 请为我写一些温暖的话吧
🐹：太阳、加热器、锅炉

确实很温暖呢ㅋㅋㅋㅋㅋㅋㅋㅋ ​​​",55,576,17,派对企划册, 中国香港,648
21834,2024-01-30,"以色列回旋镖：以军特种部队伪装成病人和巴勒斯坦人后入侵了西岸杰宁地区的Ibn Sina医院并枪杀了3名巴勒斯坦人。

#以色列巴勒斯坦冲突# http://t.cn/A6jWc63u ​​​",59,526,61,勇往直前FA岚熙, 中国香港,646
5762,2024-01-30,#情感语录[超话]#人生没有亏欠，別人对你好，是因为他喜欢你，你对別人好，是因为你甘愿，在所有你想珍惜的关系里，问心无愧就好~ ​​​,14,332,299,Roy2288, 中国香港,645
27457,2024-01-30,"#肖战最好的你[超话]##肖战盛阳# xz #肖战骄阳伴我# 

亲情，友情，爱情，盛阳都是真诚对待，都拿得出手。@X玖少年团肖战DAYTOY 
#骄阳伴我#
肖战盛阳
肖战骄阳伴我
http://t.cn/A6OSTQsy ​​​",2,11,630,花蕊语_时影, 中国香港,643
7618,2024-01-30,"#啵丝讲故事[超话]##啵丝讲故事# 
如果这也叫“抠脚”，那YLQ一大批人都在“抠脚”吧。总之，摩托姐姐线上线下都能不间断见到王一博，某些直播都没有的FW粉丝就只有看“路透”自嗨了。

想想就开心[笑cry][笑cry][笑cry] ​​​",25,567,48,柳下听鱼, 中国香港,640
6062,2024-01-30,"#申留真美貌捕心者#🍬#申留真itzy唯一全球top# 
【240130】ITZY官推更新

ITZY 2ND WORLD TOUR <BORN TO BE> in SEOUL
✨ General Sale Ticket Open 1 Hour Left ✨

📍 2024.1.30 TUE 8PM (KST) ~
. http://t.cn/A6jWQRQs ​​​",29,584,22,申留真_CandySquad, 中国香港,635
21566,2024-01-30,"#郑秀妍[超话]##郑秀妍生来闪耀# 
【FIREFLIES _418专属新春vx红包封面🧧】

金龙腾飞迎新岁 好运相伴如影随

新春佳节来临之际
FIREFLIES全体成员祝大家龙翔万里 乘风而上
百事皆如意🎏🎉

可爱Jessi给大家拜年啦 龙年行大运[给你小心心][给你小心心]

封面限量：1️⃣4️⃣1️⃣8️⃣个
领取方 ​​​",66,347,222,FIREFLIES_418, 中国香港,635
14285,2024-01-30,"#钟欣潼[超话]# 💙 #阿娇钟欣潼# 

𝟎𝟏𝟐𝟗 维纳斯 
@鍾欣潼 ​​​",95,438,99,不要熬夜·Gillian鍾欣潼, 中国香港,632
150728,2024-01-01,"◤甜虾分享🦐240101 @王嘉尔 𝗜𝗚更新◢

帅哥的新年福利😍😍有自拍哟[嘻嘻]

【🌀: 🐰  】

#王嘉尔世界巡演#  👑#王嘉尔登上2023福布斯中国u30榜# 👑 #王嘉尔elle开年刊封面# 
————————————————————
招新http://t.cn/A6MjQyHC
新粉群http://t.cn/AiRN4xoZ
 ​​​",60,497,71,为王嘉尔打天下粉丝团, 中国香港,628
21831,2024-01-30,"240130 TikTok更新

2 of 💖

好可爱!!! http://t.cn/A6jWBYEl ​​​",151,470,7,小狗生活记录册, 中国香港,628
13841,2024-01-30,"全场比赛#利雅得新月vs迈阿密国际#结束🔚
利雅得新月4-3迈阿密国际
我们在梅西的进球和助攻和美貌中度过了一个的夜晚！🐐🐐🐐 ​​​",55,545,26,GOAT里奥梅梅守望者, 中国香港,626
24880,2024-01-30,"#恋与深空[超话]##祁煜##恋与深空同人# 
“你说这只邪恶的生物🐈是保镖小姐变的？🤯”
“是啊她还戴着小猎人手表”[并不简单] ​​​",14,563,45,花园里面有什么发, 中国香港,622
21771,2024-01-30,"#Irendy[超话]# 今天給了柱柱6個情境～
想知道這些行為能讓柱柱有多心動💓💗
結果：

1.想吃什麼做/買給你吃>>4分
2.生日時寫信給你>>2分
3.唱你喜歡的歌給你聽>>2分
4.第一時間發現你不舒服、關心你>>3分
5.載你兜風聆聽你煩惱>>4分
6.你有危險時第一時間衝出來保護你>>4分

如何得到柱柱的滿分>> ​",87,509,25,祈洛_, 中国香港,621
25261,2024-01-30,香港网友：昨天去深圳超市朝圣，好多人，很多香港旅行团，超市好多说广东话的香港游客。#香港人分享内地旅游攻略# ​​​,18,495,102,香港自由行加加, 中国香港,615
126533,2024-01-01,"#朴成训[超话]# 240101 更推

我确信2024年是我和wuli engene会更加幸福的一年，以后也请多多关照～
祝大家新年快乐 
一直很爱我们engene!!❤️❤️
2024请期待我们！

#ENHYPEN #ENGENE #SUNGHOON #HappyNewYear ​​​",157,455,3,小狗冰室, 中国香港,615
14120,2024-01-30,"🗣️：‪这次旅行会去几天。
🐺：应该是4个月左右。
🗣️：欧吼
🐺：太久了吼😂大概3-4个月才能去，因为档期也排好了，也在拍系列/电视剧。
🐺：还没确定具体哪一天，如果那一天来了大家肯定会知道，应该会有照片。‬

等下？！三四个月拍电视剧嘛？😳😳
#zeenunew#  ​​​",52,499,55,大头不是大头呐, 中国香港,606
25580,2024-01-30,"一讲就笑，四目有情。
—— 金宇澄《繁花》

#蔡思贝[超话]# ​​​",34,498,72,蔡思貝Sisley, 中国香港,604
24398,2024-01-30,"我擦 配上这个彩带好性感啊！！！谁懂啊！！

#zeenunew# http://t.cn/A6jl7bfW ​",47,526,29,大头不是大头呐, 中国香港,602
21852,2024-01-30,"#jay心动秘蜜#🍯#朴综星眉目星河#  
【饭拍高清】240129 yzy澳门签售
cr.  KATIE_JAY0420
伸懒腰🙆
—————————————————— 
🔥急招管理翻译微管时间轴美工🔥
——————————————————
🍊【近期汇总】http://t.cn/A6lwwzWH
💚【新饭指南】http://t.cn/A6U3wPkE ​​​",122,468,11,朴综星JAY_EN-, 中国香港,601
3740,2024-01-30,"帮经理抽奖    鉴于近期糟糕表现 安排一波抽奖 希望能转转运 20人瓜分2000！

人生如棋落子无悔，说再多也于事无补，只有通过行动也表达我对大家的歉意，我也是会静下心来 坦然面对 接受近期的失败，我也深知我肩上的担子和责任，请兄弟们放心 终其一生 我都会陪着兄弟们再这条路上一直走下去，将更多 ​​​",297,74,225,休斯顿火箭那些事, 中国香港,596
23964,2024-01-30,"这个社会就是这样的，对值得期待的年轻人，他们会忧心忡忡地说“你都二十四岁了”，而对已经放弃的年轻人，他们会安慰一句：“你不才二十四岁吗。”
——《找不到工作的一年》吉田修一 ​​​",84,498,14,bookthing, 中国香港,596
75842,2024-01-30,朕这一生，要求的或许曾经得到，然而正如流沙逝于掌心，终于也都没有了（feat.四大爷 ​​​,25,542,26,传闻中的567, 中国香港,593
3848,2024-01-30,夜色裡美麗驚人的 #肖战宝诗龙全球品牌代言人# 廣告[玉兔捣药]在人流量超大的海港城正門[男孩儿] http://t.cn/A6jWssgp ​​​,76,483,33,連宵_, 中国香港,592
63833,2024-01-30,"#AzureRay战队[超话]##eslone伯明翰# 
    预选赛决赛对阵G2xIG BO5 决胜局开了，bp具体如下：
#dota2##azureray战队# ​​​",2,415,174,AzureRay战队, 中国香港,591
39672,2024-01-30,"來來來，玩個看圖說話[送花花]，
這些照片你們能腦補出什麼故事🙃？
#日常##一条plog告别一月##转发接龙开新年# ​​​",30,292,267,張國強kk, 中国香港,589
24960,2024-01-30,骗狗和他那个叫什么耿直的同事是不是把微博当自家办公室了，网友又不拿他工资，搁这儿点评什么谁该发什么帖子不该发什么？VOA都揪着你同胞一点表述错误不放了，你此刻不去狠狠嘲笑美国人双标行为只许自己满嘴放屁不许中国人自由发表观点，你还搁这儿审判上网友了？是不是恨毒了比你流量高的键政博主？ ​​​,31,517,38,苹果兔兔糖, 中国香港,586
13992,2024-01-30,18年的宋呀选完全有实力☀马佳期嗯嗯 ​​​,139,428,18,裘二官, 中国香港,585
136868,2024-01-01,"#电影一闪一闪亮星星[超话]# ❄️ #跨年和喜欢的人看一闪一闪亮星星#
2023-12-31 剧组跨年直播 （前面18分钟没录上。。。[允悲]） http://t.cn/A6lmHjLS ​​​",57,490,37,自由的sillything, 中国香港,584
107105,2024-01-01,"看到8秒内，转出直播，旺2024新气运的，旺$旺桃花😉听奇门君，来缓解你的焦虑[哈哈]

2023-12月31日跨年 ！聊聊:http://t.cn/A6lmTv9d

【2024年运班预告💥预计1月中下旬开班，同频宝子蹲！】
1、农历新年和新历新年的氣場有什么区别？
2、什么是年运班？如何运用好年运班🌟标星号:有缘人听🏷 ​​​",210,305,69,奇门君, 中国香港,584
88222,2024-01-30,"香港一名丈夫表示，他的太太不是本地居民，生孩子要17万元，十分苦恼！

今年46岁香港人Ryan，2018年经朋友介绍认识内地人黄小姐，二人有感年纪不少，拍拖一年就决定结婚，而太太亦立即申请单程证，准备来港定居与丈夫团聚。

2023年5月，黄小姐发现怀孕，爸爸Ryan亦作好一切准备，包括安排太太到香港 ​​​",21,410,151,香港自由行加加, 中国香港,582
3668,2024-01-30,"时髦辣评：抗花像扛枪 心动像卧推 举熊像举哑铃

#于适玫瑰绅士# @于适Yosh 
#于适ROSEONLY品牌代言人# ​​​",130,392,58,于适之时遇谓者, 中国香港,580
49985,2024-01-30,"是谁在害怕可爱的西瓜呀？是谁直个播一直提心吊胆脚边的西瓜呀[喵喵][喵喵]啊不会是hsg吧！@AG_33Svan 

#电竞大v团##33Svan[超话]# http://t.cn/A6jWCVaC ​​​",4,570,3,靠谱老懂鸽, 中国香港,577
21571,2024-01-30,"#陈钰琪长风破浪终有时# ☀️#陈钰琪田晓婉# 
2024.01.30   下班

繁华三千不及你一眼@陈钰琪Yukee 

#长风破浪终有时# http://t.cn/A6jWQbnO ​​​",41,444,90,司徒carey819, 中国香港,575
24779,2024-01-30,©️DGreenPurple ​​​,27,541,5,Twice_Data, 中国香港,573
53197,2024-01-30,"谁说不能成为另一种形式上的儿子呢[doge]

🐳：妈妈，New可能是你的儿子 http://t.cn/A6jWrlWU ​​​",23,520,28,长颈鹿oppa的阿昕, 中国香港,571
5721,2024-01-30,tg 脱次 整理的时候发现有些卡价一半都没有更破防啦 ​​​,5,513,53,脱粉回踩救钱包, 中国香港,571
54317,2024-01-30,贴吧给我推的[允悲] ​​​,6,523,39,事务所今天吃什么, 中国香港,568
54228,2024-01-30,我受不了你们这种情侣了，我真的受不了一点[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂]疯了吗？疯了吗！啊？ ​​​,11,532,24,长颈鹿oppa的阿昕, 中国香港,567
13648,2024-01-30,#钟欣潼[超话]# ✨神女 ​​​,97,389,80,iampolly928, 中国香港,566
115189,2024-01-30,她们真的好清醒哦 ​​​,10,525,28,Yuenellie, 中国香港,563
121407,2024-01-01,"Like We Just Met#李楷灿#  🤍

©️logo http://t.cn/A6lml71E ​​​",109,452,0,高温痣多星, 中国香港,561
100911,2024-01-30,"今天跟医师聊天，问他过年去哪玩。他说年三十会回自己爸妈家，但年初一就会带着孩子跟老婆回丈母娘家住到年初八再回广州。

我开玩笑说，哎你看，养儿子就是这样了，只回去陪爸妈一晚，其他时间都在丈母娘家。

他说：“是啊，我出来（广州）十几年了，跟爸妈也没什么话可以聊了。吃完饭都不知道干什么 ​​​",7,456,98,朴实太太, 中国香港,561
5932,2024-01-30,"安會長 😎
Newsen記者姐姐最後那個笑聲好可愛 kkk

👩：兪眞 ssi~
🐶：👋

👩：兪眞 ssi~
🐶：👋

👩：請比心~
🐶：🫶
👩：(＾▽＾)

轉：yujintwo
# 記者姐姐互動系列 http://t.cn/A6jWYKvq ​​​",71,484,5,I_AM_59754, 中国香港,560
22143,2024-01-30,我去 帅死了 ​​​,177,359,23,皮皮公主戀愛日記, 中国香港,559
21911,2024-01-30,"#朴志晟[超话]#🐹#廿二之年 星想事晟# 
生日不限圈抽奖🎟️
带#朴志晟0205生日快乐# 转+评送上生日祝福即可🧁

💰205*1
一个月泡泡*2（ 可折💰）
24年生日卡*3 
昕薇c版小卡*3

⚠️不能嘴过朴志晟 开奖会查主页
      生日当天开奖       ​ http://t.cn/A6jW5bGb ​​​",220,75,264,叽端主伊, 中国香港,559
75479,2024-01-30,我玉米趴山，你玉米几 ​​​,3,478,75,阿特很壮实, 中国香港,556
59092,2024-01-30,"Nicki Minaj新单《Big Foot》首日空降Spotify全球榜的第55名（189万播放）；
美国区空降第10名（106万播放）

Megan Thee Stallion的《HISS》则在Spotify全球榜第22名（268万播放）；
美国区上升至冠军（164万播放）👑 ​​​",4,486,65,呆瓜映画, 中国香港,555
24532,2024-01-30,"原推：
怎麼能長得這麼像小狗呢？憂鬱的眼睛，下垂的眉毛，簡直就是小狗啊

轉：kimLog91
#安宥真[超话]# ​​​ http://t.cn/A6jl0nwO",90,456,7,I_AM_59754, 中国香港,553
13544,2024-01-30,"#twins[超话]# / #twinsspirit22演唱会# 

2024.01.29

女人味
 http://t.cn/A6j0SSRt ​​​",94,416,42,Twins歌迷会橙橙团, 中国香港,552
5661,2024-01-30,"#taynew[超话]# 
💙💕妞相关生日祝福更新

p'pepzi真的超爱小胖子的[泪][泪]希望有机会再执导taynew的戏呀

cr. ig pepzilism ​​​ http://t.cn/A6jlxwtE http://t.cn/A6jlxwtu http://t.cn/A6jlxwtd http://t.cn/A6jlxwtF http://t.cn/A6jlxwcw http://t.cn/A6jlxwcU http://t.cn/A6jlxwcc http://t.cn/A6jlxwcM http://mapi/76d418cfgy1hmc0vt20vlj20ku11y455",63,472,16,长颈鹿oppa的阿昕, 中国香港,551
26809,2024-01-30,"今天中午吃了……毋米粥。

通常我们会点👇 ​​​",15,456,79,朴实太太, 中国香港,550
127535,2024-01-01,"231231 BKPP跨年
[比耶][比耶][比耶] http://t.cn/A6lmTkad ​​​",79,467,4,皮皮公主戀愛日記, 中国香港,550
14042,2024-01-30,"好家伙 酷炸了啊

#zeenunew# http://t.cn/A6jW3XS0 ​​​",51,475,23,大头不是大头呐, 中国香港,549
94827,2024-01-01,无水印高清 皮衣庆祝新年豆 ​​​,161,355,33,可樂跳糖, 中国香港,549
59253,2024-01-30,"昨天因为奶粉和水奶的事又在🎵跟人吵架了[神里绫人]
最近眼睛看久了 貌似有点糊糊的 月子里还是得休息好眼睛[苦涩]
但翻下生的那几天的照片
给大家看看 ​​​",7,417,125,milksmelllbest女乃, 中国香港,549
13762,2024-01-30,"#张翰[超话]# zh #张翰如梦之梦# zh #张翰流光引# 
因为一个人，想念一座城，你就是你，不一样的风景 [心]@张翰 ​​​",49,424,75,可爱又高冷的小女孩, 中国香港,548
110092,2024-01-30,"黃尸集体遊上海？
#港独小丑##諸葛臥龍反忽小隊[超话]# ​​​",12,441,93,通天書生諸葛臥龍, 中国香港,546
24423,2024-01-30,【芥末】这么爱在这里偷吃那吃两口自家吧 ​​​,14,418,112,88爱吃方便面, 中国香港,544
3641,2024-01-30,tg 脱tem/pest 藤 具/本/奕   50块钱我都可以去点一顿好吃的外卖了干嘛还在这里跟你们耗啊… ​​​,26,450,66,脱粉回踩救钱包, 中国香港,542
3347,2024-01-30,"240130 zuhazana📸#中村一叶# 

🦢 ​​​",76,459,6,一千零一叶One_Leaf, 中国香港,541
21592,2024-01-30,"永远记住，在任何争论或讨论中，沉着冷静是你最好的防御。
-Robert Greene ​​​",100,435,3,bookthing, 中国香港,538
139075,2024-01-01,《再不疯狂我们就老了》大合唱，对比之前演绎过的版本，这一版的改编在现场第一句啦…啦…开始，就想落泪[苦涩]#李宇春第19年跨年零点秀##李宇春零点大合唱好感人# #李宇春[超话]# http://t.cn/A6lmQKuw ​​​,111,405,21,小米小葱, 中国香港,537
133451,2024-01-01,"◤甜虾分.享⃑🦐240101 @王嘉尔 快⃑拍⃑/推.𝐓更新◢

🍓：大⃑家⃑～新⃑年⃑好⃑～
新⃑的⃑一⃑年⃑要⃑健⃑康⃑要⃑开⃑心⃑要⃑真⃑诚⃑要⃑相⃑信⃑自⃑己⃑，⃑没⃑有⃑坏⃑的⃑事⃑情⃑ ⃑答⃑应⃑我⃑ ⃑我⃑很⃑爱⃑你⃑们⃑！

#王嘉尔世界巡演# 👑#王嘉尔登上2023福布斯中国u30榜 ​​​ http://t.cn/A6lmHd9p #王嘉尔[超话]# http://mapi/006CklHKly1hldgbbxkwuj30wi0xq0vu",46,428,62,为王嘉尔打天下粉丝团, 中国香港,536
14320,2024-01-30,【人畜有别】你再说像试试呢 ​,2,473,59,88爱吃方便面, 中国香港,534
23775,2024-01-30,"#申留真美貌捕心者#🍬#申留真itzy唯一全球top# 
【240130】ellejapan官方更新留真相关

G-SHOCK × ITZY (ELLE JAPAN)🎦 ​​​ http://t.cn/A6jOn7I0 http://t.cn/A6jOn7IR #申留真[超话]#",24,458,51,申留真_CandySquad, 中国香港,533
24361,2024-01-30,"香港的的士司机态度真的很差，好明白为什么旅客来香港玩，为什么会对的士司机印象这么差。我自己也是宁可叫uber也不想坐的士，但深圳湾口岸只可以坐的士那就没办法了。

我搬这个外卖推车上车，这个的士佬很不耐烦、态度很差的对我说：睇住吖！

我每次坐的士都会取整数，给多点小费给司机的。但刚刚就 ​​​",9,394,129,朴实太太, 中国香港,532
3640,2024-01-30,日本石川县公布的统计数据显示，在能登半岛地震中遇难的129人，有111人因房屋坍塌死亡，占比高达近九成。【来源：联合早报】 这里的精日静悄悄！[哈哈][哈哈][哈哈] ​,48,450,34,小笋初, 中国香港,532
