,date,content,n_repost,n_like,n_comment,id,city,influency
141698,2024-03-01,"#鞠婧祎[超话]#jjy#超话星愿池#jjy#鞠婧祎微醺车厘子妆# 

追星无敌我的世界我说了算

@鞠婧祎 ​​​",1,14,43,Limerence-林风书_, 中国澳门,58
102890,2024-03-01,"【莉国来信296】
想让llm和我游山玩水，游我上面的山，玩我下面的水 ​​​",2,42,13,莉国me2day, 中国澳门,57
81507,2024-03-01,"#伯远惹到胡彦斌算是踢到钢板了# 🍦#伯远最美中轴线# 
让我看看是谁那么喜欢调侃胡老师[兔子]
原来是在拍胡老师舞台的迷弟小汤
vip第一排被你拿捏了✌️
http://t.cn/A6YQcVKB ​​​",6,43,8,無糖豆乳加啵圓, 中国澳门,57
37634,2024-03-01,"#每日一善[超话]# [送花花]#‍每日‎一善# [苦澀]#阳光信用# 

不管有多苦，千万要记住：苦难是我们人生路上不可缺少的经历，只有活着，才有幸福的可能! ​​​",0,1,56,喜欢淇淇的小女子, 中国澳门,57
77764,2024-03-31,财富没有权力背书，无主的钱就是野外闲逛的大肥猪。 ​​​,5,42,10,易学老布, 中国澳门,57
71623,2024-03-31,"@鄭伊健 今年首唱魅力爆发美高梅！送上""郑伊健与你在一起""美高梅音乐会精彩花絮，一起重温热血沸腾的每个瞬间！
 
#美高梅##美狮美高梅##美高梅剧院##郑伊健##音乐会##郑伊健[超话]# ​​​",16,29,12,美高梅MGM, 中国澳门,57
8805,2024-03-01,"#每日一善[超话]# [心]#每日一善# [心]#阳光信用# 
慢慢理解世界，慢慢更新自己，一路人生，要去开心 ，要去期待、要去热爱。晚安[月亮] ​​​",0,19,38,小狐狸_见过驰哥版, 中国澳门,57
81374,2024-03-01,"#成毅狐妖小红娘王权篇#cy#成毅#

成毅的演技就像那棵沉稳树木，深厚的根系扎进心底，承载着所有情感和经历。

成毅｜狐妖小红娘王权篇｜王权富贵｜莲花楼｜李莲花｜李相夷｜迷局破之深潜｜云弘深｜卢云｜@成毅 ​​​",0,27,30,蓝莓气泡水zz, 中国澳门,57
87857,2024-03-01,"#poohpavel[超话]#
紫色系情侣照💜 ​​​",6,48,2,乔治当里翠, 中国澳门,56
87644,2024-03-01,，。本来就想看个被夸之后鼓起来的脸颊肉的👴，。感觉又为了一碟醋包了一盘饺子🥟 ​​​,7,47,2,Lllnjk, 中国澳门,56
82915,2024-03-31,"转辗，她和他终于拿到了大同电饭煲。

我们不再只是父母与孩子的关系。

也是导演与演员的关系。 ​​​",3,45,7,黄骥Filmmaker, 中国澳门,55
107337,2024-03-01,#与李易峰一六相伴一路爱# 宝贝太帅了，转身那一刻真是好酷，动作潇洒又漂亮，好想宝贝啊，希望3月我们多多见面。@李易峰 #寄给小草的明信片# ​​​,3,40,12,我爱小草666, 中国澳门,55
47880,2024-03-01,谢维军，新赛季蓄势待发！期待和林良铭一起，成为中超联赛广东双子星[拳头][拳头][拳头]#谢维军##中超联赛# ​​​,2,42,11,足球人陈宁, 中国澳门,55
90005,2024-03-31,"2024华润怡宝#中超联赛# 第3轮赛果

#以热爱竞未来# ​​​",6,40,9,CSL中超联赛, 中国澳门,55
82495,2024-03-31,"#郑允浩[超话]# 

20&2 澳门 咒文 高清 郑允浩 http://t.cn/A6TcWSbU ​​​",4,50,0,CONNIE炫, 中国澳门,54
89653,2024-03-31,"#王心凌[超话]##王心凌# 

你不是一关机就飞走的电子蝴蝶。

其实这一场来的特别不容易，在前一个星期去签证的时候，他告诉我我的港澳通行证快过期了签不了证要办新卡，工作人员说至少要七个工作日，我当时心就凉了半截，但是我还是预约去办了，签证的时候为了快去自动机子拍的照特别丑。。提心吊胆过 ​​​",0,43,10,-我想了好久, 中国澳门,53
77012,2024-03-31,"#FirstKhaotung[超话]# 
昨天被主持人cue要跳舞前，fir的小表情真的好可爱！[可怜] http://t.cn/A6Tcgd1n ​​​",3,45,4,firfir_烤糖娜拉jia, 中国澳门,52
81559,2024-03-01,#与李易峰一六相伴一路爱#  3月是小草发芽生长的季节，小草得到雨水的滋润和蜜蜂的爱，一定会茁壮成长的。@李易峰 [可爱] #寄给小草的明信片# ​​​,2,43,7,我爱小草666, 中国澳门,52
96570,2024-03-01,"#邓为[超话]# [心]#邓为苏易水# [心]#邓为自有银河# 

差14分路過的💎可以給我能量嗎 ​​​",1,29,22,__露寶寶___, 中国澳门,52
71288,2024-03-31,#王者荣耀钎城[超话]#3.31贴贴！！ http://t.cn/A6TcNzey ​​​,0,26,25,九月天_7, 中国澳门,51
87558,2024-03-01,"#poohpavel[超话]#
橙红色系情侣照🧡❤️ ​​​",8,40,3,乔治当里翠, 中国澳门,51
100126,2024-03-31,"#米卡[超话]##米卡bleached漂全国巡演# 北京站自制周边预告 猕猴桃耳环x20 草莓耳环x10
新做的链条款耳环也很好看哦 欢迎大家前来领取 接受互换
条件：专辑一本及以上
ps：用了之前巡演领取的贴纸 请大大们不要介意 ​​​",0,39,12,一只啊呀呀, 中国澳门,51
121265,2024-03-31,#生亮[超话]#重温快发二海南之旅（1）[doge] http://t.cn/A6TV5zWM ​​​,0,45,5,落落不大方__, 中国澳门,50
71061,2024-03-31,"🎺🎺CPSP2024🎺🎺
史同女驾到！三国摊宣！堂堂登场！

【社团名】你左我右社
【摊位名】一心拿荆州
【摊位号】壹A25-26
【专区名】三国专区
【关键词】三国史向、摩登三国、真·三国无双、口水三国（极微量）

本社刊本及制品具体信息见下！
【省流目录】
P10: 刊本相关（包含有偿+无料本）
p11 ​​​",17,30,3,你左我右社, 中国澳门,50
77667,2024-03-31,澳门场talking～点歌环节太high啦[打call][心]@王心凌 #王心凌[超话]##王心凌sugarhigh世界巡回演唱会##王心凌[超话]#  http://t.cn/A6TcgJPQ ​​​,2,42,6,BiuBiuBuBu95, 中国澳门,50
106148,2024-03-31,现代大拖头，我想爬上去看看，结果全是小朋友在排队，我都排不上，不开心…[委屈] http://t.cn/zR7G6F6 ​​​,1,26,22,莲石路车神, 中国澳门,49
106291,2024-03-31,"#许允真[超话]# 🦌#许允真tmrw中国杂志首封# 
【240331】NEVER_BEGIN ytb更新允真相关

愚人节贺图/视频
221216 kbs

🛒MINI3: http://t.cn/A6jIALDP
‼️急招韩翻微管http://t.cn/A6W7TInZ
🐍 允真ⒾⒼ jenaissante
🔍 成长手册 http://t.cn/A6o9sje2
☕️美式咖啡店http://t.cn/A6Tt5CIG
? ​​​",5,44,0,许允真·Palpitate, 中国澳门,49
63742,2024-03-01,三月的第一天，好喜欢张哲瀚。[抱一抱] ​​​,0,48,1,還是張依藍, 中国澳门,49
71707,2024-03-31,"#圆秋[超话]# 
一只小猫的气味。
 http://t.cn/A6TVlWI9 ​​​",14,34,1,花花动物园, 中国澳门,49
106082,2024-03-31,怎么总能在奇怪的地方捡到[黑线] ​​​,5,37,7,宇宙芭比之夢幻月読, 中国澳门,49
106684,2024-03-01,"看到俊勉這套動作，就想到之前聖誕節他發的ins
收到拳套禮物後是有在練拳嗎？🥹
我又在夢一個拳手角色了[可憐][可憐] ​​​",1,44,3,WuliNamNam, 中国澳门,48
102945,2024-03-01,【180301 偶遇】☺️☺️,1,47,0,N年前今天的灿白, 中国澳门,48
72504,2024-03-01,"#周雨彤[超话]# zyt#周雨彤casetify灵感合伙人# zyt#周雨彤庄洁# 
好甜的学妹啊啊啊
@周雨彤微博 
😋❤️‍🔥🔥❤️🍷🌹 http://t.cn/A6YQvscc ​​​",1,22,24,周周雨天_一定要早睡版, 中国澳门,47
82351,2024-03-31,给doe配个os ​​​,3,41,3,带着炸鸡过日子, 中国澳门,47
93998,2024-03-01,#开心水族箱[超话]#终于拿到了漂亮小女孩[坏笑][坏笑][坏笑]赶紧摸了一个[求关注][求关注][求关注] ​​​,0,31,16,菜还爱玩66, 中国澳门,47
103235,2024-03-01,"捕捉到你啦，隔空给你爱的抱抱~ @魏大勋 

超喜歡差3分，請各位tt我～謝謝！晚安，希望每个人都可以成为自己最闪耀的那颗星 ​​​",1,26,20,小兔子會努力的, 中国澳门,47
121301,2024-03-31,"#aespa[超话]# 
爱水疗我要爱你们一辈子了[淚]see you soon ​​​",0,44,3,Mh0u, 中国澳门,47
107242,2024-03-01,"周末愉快🥂
#二月再见，三月你好 ​​​",0,40,7,JackySam520, 中国澳门,47
77876,2024-03-31,"#王心凌[超话]# 
在澳门大声唱歌尖叫！  ​​​",1,36,10,不是自尽也不是致敬, 中国澳门,47
87927,2024-03-01,"Wuli WOORIN~~藝琳來啦💌
3月16日 我們在葡京人約定你 不見不散💝

「2024 YERIN 1st FANMEETING WOORIN & I IN MACAU」

🕰️｜演出日期： 2024年3月16日(星期六)
🕓｜演出時間：晚上7時正
📍｜演出地點：澳門葡京人H853娛樂館
🎫｜門票售價：港幣HKD / 澳門幣MOP $1388/$988/$788
🪧｜ ​​​",14,33,0,萬星娛樂WanXingEntertainment, 中国澳门,47
11876,2024-03-01,"京本大我 松村北斗
きょもほく

自掃自存🈲二傳
無断転載はご遠慮ください。
Do not repost on Twitter(X) or Instagram. ​​​",14,31,2,一隻Cora醬, 中国澳门,47
77190,2024-03-31,"【视频】20240331 #朴敏英[超话]# #朴敏英# 朴敏英日本(大阪场)粉丝见面会 ""MY brand new DAY"" 相关[鲜花] ​​​ http://t.cn/A6TVcRXU ​​​",6,37,4,朴敏英8_银星Park, 中国澳门,47
107533,2024-03-01,"#崔澯熙[超话]#🌸#肤白貌美崔澯熙# 
【240107】MR签售 高清
【240121】EL签售 高清
Cr.LORELEI_new
资源/拉布拉
🆕个人IG【idisnew】
超话签到【#崔澯熙[超话]#】
招新公告【http://t.cn/Ec9WgRl】 ​​​",2,42,2,Newnique_崔澯熙, 中国澳门,46
130793,2024-03-31,#易烊千玺[超话]# 生活并不需要主宰改变他人，每个人都应该活出自己，成为最好的自己.我觉得做自己最好，所以我的梦想就是活出精彩的自己（互互[送花花] ​​​,0,25,21,千玺我想吃炖兔头, 中国澳门,46
118971,2024-03-01,"亚马逊因为苹果的 FineWoven保护壳退货量太大，从而在产品上贴上了“经常被退货”的警示标签。

[允悲][允悲][允悲] ​​​",4,32,10,大龙Dallon, 中国澳门,46
64150,2024-03-01,"澳门也好吃
出差真的累
一直假笑😬
一直在不停的逛医院和大学
然后吃吃吃，喝酒[干饭人]
一个景点都没去[看书] ​​​",0,22,24,西瓜生吞西兰花, 中国澳门,46
64414,2024-03-01,#檀健次白晓宇寻找爱的答案# [太开心]#檀健次张婧仪新浪扫楼# 你不用原地等呀  小炭火会努力追隨你的步伐的 无伦你走多快还是多慢[太开心][太开心]@MIC檀健次JC-T ​ http://t.cn/A6j6RlW5 ​​​,0,21,25,思寶寶0906, 中国澳门,46
77000,2024-03-31,"盘点历年莫家娃的大玩具（三）P1和P2都是姑姑发的[憧憬]
#莫拉塔温馨可爱的一家[超话]# ​",1,19,26,jennifer88, 中国澳门,46
71959,2024-03-01,"#周深[超话]#[音乐]#周深新歌小美满# [音乐]#周深音乐之路有你有我# 
星河璀璨，深深是那夏日蜜糖 亘古环游，深深就是人间月光@卡布叻_周深 ​​ ​​​",0,5,41,拥有星星的蓝鲸, 中国澳门,46
89328,2024-03-31,"#FirstKhaotung[超话]#是谁拍到了firfir美人落泪的照片我不说[二哈]鼻翼明显挂泪珠[心][心]
边笑边掉泪的人儿让人心软软[awsl]  ​​​",0,35,11,Mmnnnnnnnnn_, 中国澳门,46
64255,2024-03-01,"𝐻𝑒𝑦 𝑀𝑎𝑟𝑐ℎ
「✎﹏🍮甜品小熊系列月曆🧀˓♡ ᵎ ᵎ ᵎ 」

10環!!!
你的取向狙擊…
正中甜甜圈這環🍩 ​​​",2,34,10,地甜的小熊日記, 中国澳门,46
97218,2024-03-01,这点根本不够看💧我太想碗盆了💧 ​​​,1,42,3,无绝无绝, 中国澳门,46
17023,2024-03-01,"#刘宇宁帝林# | #刘宇宁紫川# | #摩登兄弟[超话]# 
🍓在所有物是人非的当中，我最喜欢你，你是我的世界的第二美好。我会积攒很多浪漫的碎片，然后拼凑起来告诉你
🍓
@摩登兄弟刘宇宁
http://t.cn/A6YfvGc4
http://t.cn/A6YT4i6h
刘宇宁燕子京[给力]刘宇宁珠帘玉幕
刘宇宁魏劭[给力]刘宇宁折腰
刘宇 ​​​",1,12,33,LYN_小糊涂暴揍八宝粥, 中国澳门,46
107530,2024-03-01,我醉了 ​​​,0,20,25,与清茶, 中国澳门,45
121311,2024-03-31,"#重生之我是罕见漫画明细大王[超话]#
3741
【怎么做到的】画女的也不好看 ​​​",3,26,16,重生之我是韩漫社团, 中国澳门,45
102491,2024-03-01,"「陆沉的语音短信」「语音部分」
「醉太平-活泼吗喽」
""你发给我的小猴子视频很可爱，这就是你最近时常提起的‘吗喽’吗？""
文字部分：http://t.cn/A6YqUYL5
#陆沉# #光与夜之恋陆沉# #光与夜之恋# http://t.cn/A6YQXG40 ​​​",1,42,2,陆沉·哆啦A梦的口袋, 中国澳门,45
71494,2024-03-31,谁知道王心凌的sugar high专辑在哪里可以买到啊？qq音乐的周边售罄了😭#qq音乐##qq音乐飙升榜王心凌前十占九##王心凌[超话]# ​​​,1,29,15,Tangerine_0118, 中国澳门,45
77027,2024-03-31,"眼淚是珍珠
你也是…

/ boo_bit0116 OrangeOcean116 boorito_17 ​​​",4,39,2,地甜的小熊日記, 中国澳门,45
64342,2024-03-01,"#张泽禹[超话]# 🌍#张泽禹c位出道# 🎵#张泽禹 第一主唱# 
2024.2.16-2.29  海/外/平/台总结来啦～
小禹宙们请查收🫡

详情见🍎
👇🏻

【更多精彩请小禹宙们多多关注海/外贝长号】
💚Ins
@ zhangzeyu_officialfanclub  
🔗http://t.cn/A6Ov9VET
💚Tw/itte/r
@ ZhangZeYu0430   
🔗 ​​​",2,21,22,张泽禹的禹宙漂流瓶, 中国澳门,45
59287,2024-03-01,#猎人游戏W[超话]#  马马ins动态更新 ​,0,31,14,q204109, 中国澳门,45
95813,2024-03-31,"#睡梦被蹦迪的凉哈皮[超话]# 
好精致好伟大的脸[打call][打call][打call][打call] ​​​",0,44,1,卡洛洛吖, 中国澳门,45
95398,2024-03-31,#允在[超话]# 允浩和昌珉讲话的时候，妹子拉了2次横幅，第二次拉开的时候，郑允浩伸出大拇指，尖叫啊啊啊啊啊 ​​​,2,41,2,uknowmonika, 中国澳门,45
70752,2024-03-31,"#刘宇宁燕子京# | #刘宇宁珠帘玉幕##摩登兄弟[超话]#
刘宇宁燕子京｜刘宇宁珠帘玉幕

帥氣的臉，很危險，花花世界迷人眼，迷到我的眼

@摩登兄弟刘宇宁

向死而生 http://t.cn/A6YFm1Gy
热辣滚烫 http://t.cn/A6YfzmNe
刘宇宁魏劭 | 刘宇宁折腰
刘宇宁卓不凡 | 刘宇宁天行健
刘宇宁帝林 | 刘宇宁紫川
 ​​​",4,15,26,布萊梅GH, 中国澳门,45
96452,2024-03-01,"沙雕阿追你真是火了
都有人搬运你的图到外网了
你日后要好好管管你的言行举止 ​​​",0,37,7,沙雕阿追AZhui, 中国澳门,44
96166,2024-03-31,"艾丽丝祝大家🐣💗复活节快乐!
#莫拉塔温馨可爱的一家[超话]# #莫拉塔[超话]# ​​​",2,28,14,jennifer88, 中国澳门,44
71333,2024-03-31,#郑允浩[超话]##东方神起[超话]# 东方神起 20周年澳门演唱会 《Rebel》 #东方神起出道二十周年##东方神起澳门#  http://t.cn/A6jb4NKa http://t.cn/A6q2Wt01 http://t.cn/A6TcBoFh ​​​,19,24,1,matuotuoer, 中国澳门,44
53691,2024-03-01,"#韩剧非故意恋爱故事[超话]# [爱你]#非故意恋爱故事# 
【非故意恋爱故事‖一周年特别剪辑】
尹泰俊✘池元英
小啰嗦:
没想到很快就到一周年了，在2月这个特别的日子剪了这个视频，纪念一下我们的小非故，这一年我们都经历很多，非故是我们始终不变美好的回忆，所以世初版就这么诞生啦~  ​​​",1,33,10,HIUWING-L, 中国澳门,44
95602,2024-03-31,不吐一点就发不完了  ​​​,0,35,9,见骨山, 中国澳门,44
121334,2024-03-31,#追风者# 王一博追风者 #王一博追风者# 王一博魏若来#魏若来# 王一博追风者 #追风者王一博# 魏若来 #王一博魏若来# 王一博魏若来@UNIQ-王一博 ​​​,0,11,33,Carrie-Helena, 中国澳门,44
112150,2024-03-01,我只说要把你俩炖了又没说要把你俩吃了干嘛那么惊讶啊喂！！！ ​​​,5,36,2,久久不笙歌, 中国澳门,43
141577,2024-03-02,"#左航周边中转站[超话]#  出
左航数据组新音转寄
左航无卡全套台历
无卡全套家族款
左航无卡全套瞬间 
均为广东省发货 ​​​",0,4,39,麦门忠实观众, 中国澳门,43
59157,2024-03-01,一场属于年轻人们的胜利[拳头] 今晚能够客场拿下尼克斯，穆迪、库明加和波姐居功至伟。他们有的拼命防守，有的疯狂冲框，有的积极跑动创造机会，而且在尼克斯起势，勇士陷入僵局时，往往都是库明加的杀伤创造了机会，穆迪的防守压制住了对方主将，逐渐扭转势头 库里今天难得拿到31分11篮板的大号两双， ​,2,37,4,水花星人, 中国澳门,43
77467,2024-03-31,"#重生之我是罕见漫画明细大王[超话]#
3740
【我们见面后的每一秒都是慢镜头】#偶尔一uk# ​​​",5,30,8,重生之我是韩漫社团, 中国澳门,43
111977,2024-03-01,#与李易峰一六相伴一路爱# 宝宝晚安💤好好休息，爱你。@李易峰  [老师爱你] #寄给小草的明信片# ​​​,0,29,13,我爱小草666, 中国澳门,42
110746,2024-03-31,"#赵露思直播# 
一起上班的还有狗狗们[哈哈]
今天的露思也是美美的[舔屏]

http://t.cn/A6TVaeOA ​​​",1,38,3,带着炸鸡过日子, 中国澳门,42
100275,2024-03-31,【230331 EXO FM 官方明信片】把去年的预览图更换成扫图啦☺️☺️,5,36,1,N年前今天的灿白, 中国澳门,42
116248,2024-03-31,"🟡

 · ​​​",8,34,0,油画博览, 中国澳门,42
53923,2024-03-01,"“灵媒惊艳沉睡的丘比特”,1769
路易·让·弗朗索瓦·拉格雷内,1725-1805
他是法国洛可可画家,奖项和比赛的获胜者,学院、博物馆和机构主任,法院和宫殿的画家......

🟣

 · ​​​",10,32,0,油画博览, 中国澳门,42
89756,2024-03-31,出門了 就讓托尼照著這個往我頭上招呼 ​​​,1,39,2,銀座一番女探偵, 中国澳门,42
89962,2024-03-31,"留备注[送花花]
宋雪颂/雪梨1207[爱你] ​​​",0,17,25,祈雾觅寻星颂_雪梨芽儿_, 中国澳门,42
89491,2024-03-31,"#我和我的白晓宇# [挤眼]#檀健次唐奇# 

Genius is an infinite capacity for taking pains.所謂的天才是不斷地承受痛楚。檀健次被我弄丢的你｜檀健次白晓宇｜檀健次｜檀健次元莫｜檀健次唐奇｜檀健次李亦非

@MIC檀健次JC-T ​​​",1,14,27,思寶寶0906, 中国澳门,42
87678,2024-03-01,很圆满的一次，下次见 ​​​,0,32,10,午夜圣诞机器人, 中国澳门,42
70753,2024-03-31,#胡夏[超话]# 夏哥是走錯路了吗🤭 http://t.cn/A6TV9d8e ​​​,2,31,8,胡小靜Hila, 中国澳门,41
87507,2024-03-01,#范丞丞[超话]##范丞丞要久久爱# 我愿称这张壁纸为神图！和fcc一起走花路吧！！ ​​​,1,23,17,钦海里皮蓬, 中国澳门,41
95646,2024-03-31,안녕~~~~ ​​​,6,33,2,黑糖波波不喝雪碧呢, 中国澳门,41
116483,2024-03-31,"#王楚钦[超话]# 
有一天，当你走过蔓草荒烟，我便在那里向你轻声呼喊，以风声，以水响！ ​​​",1,34,6,Pinky·Lam, 中国澳门,41
77740,2024-03-31,"#王敬轩[超话]# 
𝟮 𝟰 𝟬 𝟯 𝟯 𝟬
.
让我们醉吧醉到来年再醉到世纪末

@王敬轩Y 
·#王敬轩今夕何夕音乐会# ·
·#王敬轩又见山海# ·
·#王敬轩开画少女漫# ·
·#王敬轩月上朝颜# · ​​​",2,30,9,Poppy_扬小扬, 中国澳门,41
102488,2024-03-01,附议。工作室不好好干活丢老板的脸我们护妹宝随时会骂，分分钟连护室宝一起骂。我们护妹宝妹妹最大，除了老婆和丈母娘，其他闲杂人等没有什么好客气的。,22,19,0,還是張依藍, 中国澳门,41
133874,2024-04-02,老师我家【宋亚轩刘耀文】一回到家就哭😫 说导演不给他们双人分组😭 老师你们有没有良心啊把我家这么好的两个孩子拆散❗我们厨酱势必只要文轩双人分组❗没有文轩双人分组😡小厨拒绝给团综贡献任何热度❗👊,78554,9,7,在桃小梨ovo, 中国澳门,78570
126308,2024-04-02,[开学季],77976,0,0,别来管我哦, 中国澳门,77976
138236,2024-04-02,1,40014,0,0,眼睛闪闪发亮, 中国澳门,40014
109615,2024-04-30,在長沙的行程很開心！雖然又被吐槽冇用、但我不會生氣、因為我靠點評網友推薦吃到長沙本地人才知道的特色菜✌️特別推薦給香港的朋友們。之後還要去很多地方，我在路上的一日三餐都要靠大家了！ ​​​,3283,11531,3286,向佐JackyHeung, 中国澳门,18100
133761,2024-04-02,【】哪个鬼才想出来的拍摄手法…… ​​​,591,13735,480,青菜炒泥蛋, 中国澳门,14806
138275,2024-04-02,1,10082,0,0,眼睛闪闪发亮, 中国澳门,10082
138259,2024-04-02,1,10019,0,0,眼睛闪闪发亮, 中国澳门,10019
109605,2024-04-30,【】舞王争霸 ​​​,525,4890,545,青菜炒泥蛋, 中国澳门,5960
137771,2024-04-02,【】新剧截图怎么🍎 ​​​,106,5066,426,青菜炒泥蛋, 中国澳门,5598
153339,2024-04-02,【】剧中截图，状态如何 ​,43,4680,233,青菜炒泥蛋, 中国澳门,4956
19285,2024-04-29,【】逛🍑宝刷到的直播截图怎么评 ​​​,13,4403,227,青菜炒泥蛋, 中国澳门,4643
35,2024-04-29,Maestro Shua cut!! #JOSHUA洪知秀[超话]# http://t.cn/A6TeXAhQ ​​​,917,3003,157,Josyukkk, 中国澳门,4077
27453,2024-04-01,[比耶],3903,0,0,别来管我哦, 中国澳门,3903
319,2024-04-29,"#The8徐明浩[超话]# 
240428 首尔演唱会

@徐明浩_The8 ​​​",262,2760,91,StarlightThe8, 中国澳门,3113
17784,2024-04-01,【】#最癫的是罗伯特#悠着点，别给他磕饱了 ​​​,381,2406,254,青菜炒泥蛋, 中国澳门,3041
153539,2024-04-30,"五一哪里玩？珠海go！携程包车游，省心又惬意！
#珠海旅游##五一出趣玩 #五一去哪儿
#  http://t.cn/A6Tk5ot8 ​​​",1012,1010,1002,伴和马克游记, 中国澳门,3024
121449,2024-04-02,"多棒的一周啊！今天带着非常愉快的心情离开了韩国，对自己在WTT仁川冠军赛的表现比较满意。😄
非常感谢大家一如既往的支持！
谢谢，仁川 🇰🇷 ​​​",28,2813,115,雨果·卡尔德拉诺, 中国澳门,2956
439,2024-04-29,【】我服了[允悲][允悲] ​​​,90,2290,239,青菜炒泥蛋, 中国澳门,2619
154633,2024-04-02,【】34岁生图怎么🍎 ​​​,221,2067,259,青菜炒泥蛋, 中国澳门,2547
44574,2024-04-01,晚上好，路过的紫米姐姐踩踩我，我最近被咖😵‍💫了，我🐀⭕重没了[悲伤]帮我养养🐀谢谢[老师好][老师好]  老粑滋今天又破防了，就问一下老粑滋有哪一天没破防的吗？单身烫嘴，烫了近5年，一扣🦶就扣大半年，被众多95生永拒，一直进不了组，脸还挎了好几年了，粉粑粑干嘛啊简直就是花粉地狱 ​,3,2066,411,猫猫爱旎, 中国澳门,2480
39308,2024-04-01,这个代言在头发洗护类的应该top级别了吧 ​​​,63,2257,77,好运ee, 中国澳门,2397
114576,2024-04-30,"美国哥伦比亚大学现场，刚才已经过了校方要求学生撤离的最后时限，但广场上的示威学生不为所动，并进一步重新搭建营地，于是校方刚才宣布，已经开始对拒绝撤离的学生实施停学！
#美国各高校抗议以色列对加沙的战争# http://t.cn/A6TDLPOe ​​​",113,2135,144,无心简影, 中国澳门,2392
99478,2024-04-01,//@菻漫椿於航-航森top版://@空格键穿梭://@少爷別碰我猫://@折颗小昂星:4月长期#和左航一起拥抱春天#,2363,0,0,懒猫诗信, 中国澳门,2363
113891,2024-04-30,#金晨[超话]# 五月将至，晚春与浅夏合鸣🍃大喜@金晨 行程图已送达～ ​​​,305,1733,323,金晨工作室, 中国澳门,2361
113777,2024-04-30,【】感觉还挺有cp感的怎么回事？ ​​​,26,2127,197,青菜炒泥蛋, 中国澳门,2350
113776,2024-04-30,#JOSHUA洪知秀[超话]# 清純美大爆發！ http://t.cn/A6TkfSJl ​​​,486,1772,90,Josyukkk, 中国澳门,2348
662,2024-04-29,【】动态路透状态怎么🍎？ http://t.cn/A6Te6lLQ ​​​,6,2194,145,青菜炒泥蛋, 中国澳门,2345
114180,2024-04-30,【】谁来瑞平 ​​​,86,2016,235,青菜炒泥蛋, 中国澳门,2337
291,2024-04-29,【】工作室亲自下场发这种照片的目的是？ ​​​,28,2128,154,青菜炒泥蛋, 中国澳门,2310
109632,2024-04-30,本來猶豫了一下Chocolate Factory要說韓式英文 最後還是：𝓒𝓱𝓸𝓬𝓸𝓵𝓪𝓽𝓮 𝓕𝓪𝓬𝓽𝓸𝓻𝔂 好迷人 http://t.cn/A6TkJAUT ​​​,409,1826,74,Josyukkk, 中国澳门,2309
334,2024-04-29,[融化] ​​​,495,1678,87,Josyukkk, 中国澳门,2260
421,2024-04-29,英文回答[HO加油] http://t.cn/A6Teny7j ​​​,306,1816,62,Josyukkk, 中国澳门,2184
113881,2024-04-30,好啊好啊 ​​​,323,1715,90,Josyukkk, 中国澳门,2128
329,2024-04-29,猫咪愛心！ ​​​,374,1639,102,Josyukkk, 中国澳门,2115
116664,2024-04-02,"2024第14周世界排名更新。
男單：1️⃣王楚欽 -  7600
女單：1️⃣孫穎莎 -  7800
混雙：1️⃣王楚欽/孫穎莎 - 6780

2024第14周巴黎積分更新。
男單：1️⃣王楚欽 - 5970
女單：1️⃣孫穎莎 - 5500
混雙：1️⃣王楚欽/孫穎莎 - 6780 ​​​",430,1559,123,我是一隻小小小小昀, 中国澳门,2112
114190,2024-04-30,【】增进下同事间感情 ​​​,59,1908,115,青菜炒泥蛋, 中国澳门,2082
138004,2024-04-02,1//@胡萝卜土豆头:笑死哈哈（骗子）//@issyiko_:我就知道林一的自信是假的[老师爱你][老师爱你]哈哈哈哈@我是林一同学,2032,0,0,伯爵红茶馆, 中国澳门,2032
59731,2024-04-01,@李云霄-lyx 我是你的说话粉[心]我最不爱虚度光阴、浪费时间了[笑哈哈] http://t.cn/A6TfdrsG ​​​,340,1406,284,champagne-issues, 中国澳门,2030
138009,2024-04-02,1//@胡萝卜土豆头:一起[心][心]//@issyiko_:和林一 一起守护[耶][耶][心][心],2022,0,0,伯爵红茶馆, 中国澳门,2022
122312,2024-04-30,【】面具之下是更美的杀伤性核武器 ​​​,42,1808,146,青菜炒泥蛋, 中国澳门,1996
306,2024-04-29,#JOSHUA洪知秀[超话]# 今天的發佈會視頻 狀態非常不錯!! http://t.cn/A6TeEr6y ​​​,267,1634,62,Josyukkk, 中国澳门,1963
152595,2024-04-02,1//@娇莲玉滴_:#去春游先来零食很忙# 我想要！#零食很忙新店长张艺兴#,1961,0,0,伯爵红茶馆, 中国澳门,1961
76999,2024-04-02,"路过的紫米姐姐踩踩我，我最近被咖😵‍💫了，我🐀⭕重没了[悲伤]帮我养养🐀晚安💤谢谢[老师好][老师好]
现在腾讯视频那里《承欢记》预告片那里有一个承欢记早鸟票，就是开3个月的汇源，这个也是是拉新的（因为是直接在承欢记里面开的）有能力的可以现在开，也可以等到正式上线了，提示开汇源 ​​​",8,1650,243,猫猫爱旎, 中国澳门,1901
349,2024-04-29,世界安静，少爷们来聆听破防的声音。 ​​​,104,1641,118,我只是来取乐的, 中国澳门,1863
