,date,content,n_repost,n_like,n_comment,id,city,influency
75548,2024-01-01,"#王俊凯[超话]# ｜你会找到我live

凯皇屏幕都框不下的大长腿 
穿紧身裤跳舞就是在犯。罪。
🤤 http://t.cn/A60wh1V4 http://t.cn/A6lubYg0 ​",37,447,11,闹钟不响-, 中国澳门,495
19758,2024-01-01,"#DINO李灿[超话]# 🦦#dino首次solo##李灿# 
【240101】wvs更新

🦦：克拉们 感谢你们陪伴我们度过2023年
还有辛苦你们了hh
每当觉得时间过得很快的时候 想好好感受现在这个瞬间 明年2024年想和CARAT们一起度过更多的时间 请多多关照！！ 再次感谢你们 爱你💖💙

好爱你💗

[转载注明出处] 
 ​​​",75,399,19,RainbowChan_DINO李灿, 中国澳门,493
120962,2024-01-31,"#NCT127[超话]# 本人在澳门上学
 给来澳门的婶婶一些小小攻略!!
包含穿着、💰、交通、小tips、
希望有用!!🌟🌟
 有问题也可以问哇 看到会解答// 
一些问题评论区也🉑看！ 
//////更新了新两张 
///对于葡国菜有了新的修改 是葡国菜不太符合我的饮食习惯和胃口 没有说葡国菜的意思[淚][淚]如有 ​​​",43,338,95,Kaiii_ip, 中国澳门,476
75592,2024-01-01,"2023再见👋🏻
2024龙龙来啦[憧憬]—— http://t.cn/A6lutBS9 ​​​",65,367,42,66片二向箔, 中国澳门,474
23010,2024-01-01,"""叮～""

新年的钟声响起时，我悄悄放走双鲤遥寄尺素，

浮雁沉鱼，他隔着时空望我一场山长水阔。

占得欢愉，年年今夜，愿新年，胜旧年！

365天的美好，从兔子小姐的祝福开始~ ​​​",7,430,37,陆沉·哆啦A梦的口袋, 中国澳门,474
61944,2024-01-01,世界和平！自在浪漫！ 新年快乐！[赢牛奶] ​​​,22,343,108,李霄云, 中国澳门,473
129935,2024-01-31,"下周更新时间是6号(周二)

所以说这几天年限肯定要爆料了

急急急急急！我要赶紧看年限！

#王者荣耀# ​​​",1,390,82,yx喽, 中国澳门,473
3007,2024-01-30,【仙乐】耄的Carpool真的一听就感觉有种要出发前往夏日乐园的激动与热烈 ​​​,10,414,40,让我评评棒曲吧, 中国澳门,464
34325,2024-01-01,2024 年第一条微博 ​​​,4,411,48,bbcdwcl, 中国澳门,463
88795,2024-01-01,"#PLAVE[超话]#

我們要不要去看海 ​​​",77,356,26,菁_FWIII4S, 中国澳门,459
64977,2024-01-01,又是一年跟凯源一起在澳门跨年啦 图只能等我回家（休息好了）再发惹 （今年冲进了不太适合本老年人进的摇滚，比音乐节还拥挤谁懂  ​​​,4,438,17,kyzy_, 中国澳门,459
23506,2024-01-01,"思思这新手机壳挺好看的[舔屏]
#赵露思# http://t.cn/A6lmjqIT ​​​",15,427,11,带着炸鸡过日子, 中国澳门,453
117042,2024-01-01,#檀健次二辑先行曲蒙娜丽莎# 💛#和檀健次点亮微博之夜#新年快乐～和你一起～,448,0,1,开心吧多多今天, 中国澳门,449
2370,2024-01-30,"#twins[超话]# / #twinsspirit22演唱会# 

2024.01.29 talking +死性不改

Sa:你唔覺得好辛苦架咩？
Gil:辛苦，但我中意啊！
Sa:你就嚟激死我啦🤣 http://t.cn/A6jOTUca ​​​",61,342,43,Twins澳門_fansclub, 中国澳门,446
108175,2024-01-01,"三群馬上就開，進了一群和二群的寶貝們就不要再進三群喔～ 管理員都會審核哈～
謝謝各位！期待你們的到來😘💕🎊 ​​​",1,336,109,黄民馨, 中国澳门,446
120696,2024-01-31,"萬星國際娛樂文化再度與FNC Entertainment合作. 2024新一年CNBLUE全體成員一起展開新的亞巡, 首次來到澳門舉行單獨演唱會的他們4月13日將在新濠影滙舉辦<2024 CNBLUE LIVE ‘CNBLUENTITY’ IN MACAU>. 想在現場聽他們熱門的歌曲喚起青春的回憶, BOICE們不要錯過這個難忘的機會, 還有各種粉絲福利等著大 ​​​",274,171,0,萬星娛樂WanXingEntertainment, 中国澳门,445
79598,2024-01-01,"1868
投稿：心跳就慢了一拍 http://t.cn/A6luIyz3 ​​​",66,352,26,夏日粉钻宝石展, 中国澳门,444
75433,2024-01-01,"#灿白# 💞#N年前今天的灿白#
【240101 官网 更新 新年祝福 & 愿望清单】

💌新年祝福💌
灿烈：新年快乐 身体健康！爱你❤️
伯贤：新年快乐～！！❤️爱你～❤️

✏️新年想要对EXO-L说的一句话
灿烈：2024年要更！多的见面！
伯贤：2024年也要给爱丽们留下充满幸福的
            回忆～❤️一 ​​​",75,359,9,N年前今天的灿白, 中国澳门,443
41495,2024-01-01,"#王俊凯[超话]#宝宝的手怎么了。。四个手指指腹都受伤了，手掌又掉皮了
#王俊凯江苏卫视跨年# ​​​",83,287,72,五条海宝, 中国澳门,442
49029,2024-01-01,"#新世界狂欢[超话]# 
新年快樂！ ​​​",10,402,28,SadAdrian艾祖, 中国澳门,440
92201,2024-01-01,"#王俊凯[超话]##王俊凯江苏卫视跨年# 💙#11个王俊凯# 
20231231 江苏卫视2024跨年 《Let me love you》直拍P2 http://t.cn/A6luOn6v ​​​",81,336,22,Nirvana-Karry_涅槃站, 中国澳门,439
121160,2024-01-31,"#邓为# [抱一抱]#邓为0226生日快乐# 

你喜欢奶茶七分甜🧋，而我却喜欢十分甜的你😍，有你真甜🍬

@邓为D ​​​",2,309,120,冬瓜茶好甜Dw, 中国澳门,431
33894,2024-01-01,新年快乐！！！！ ​​​,0,245,186,是梨梨, 中国澳门,431
91512,2024-01-01,"#生气了王源自己猜##王源2024龙行绛气# 
看扭呀扭呀扭呀扭 http://t.cn/A6luOYuc ​​​",16,394,17,第一可爱源1108, 中国澳门,427
129868,2024-01-31,"大家消费活动组好队了吗？

我看已经有组完的，甚至有卖位置的

而我...最近想花点券的地方根本没有

年限还没确定，目前是不全买，看情况

#王者荣耀# ​​​",1,186,237,yx喽, 中国澳门,424
124967,2024-01-31,"#邓为# [害羞]#邓为0226生日快乐# 

你知道你和星星有什么区别吗？✨星星在天上，你在我心里💖。

@邓为D ​​​",1,299,123,我就是个小东西D, 中国澳门,423
113206,2024-01-01,"#DINO李灿[超话]# 🦦#dino首次solo##李灿# 
【240101】[NANA TOUR with SEVENTEEN] Preview Clip - EP1 李灿cut

🦦：出大事了 真的出大事了
         我要刷牙才行啊

给我们宝宝cpu干烧了哈哈哈哈哈哈哈哈kiyo

翻译：宣起
cr.alwaysdinofan 
[转载注明出处] 
📸️Dino ig：feat.Dino 
🗺️D ​​​ http://t.cn/A6l37i1k http://t.cn/A6l37iBP http://t.cn/A6CPev0X http://t.cn/A6Nf93Ic",50,348,23,RainbowChan_DINO李灿, 中国澳门,421
45693,2024-01-01,"不是 大半夜醒了我都要研究
这脚是怎么对到一起的呢 别跟我说彩排很多次这句话。[微笑] ​​​",17,350,48,源味白团子R, 中国澳门,415
6913,2024-01-30,"#韩漫魔咒[超话]# 作者更新X(推特)
看過這個嗎？🤭?

————
丹的手手[偷笑] ​​​",2,376,35,KIYOMI_223, 中国澳门,413
6546,2024-01-30,#朴综星[超话]# 240129 Yizhiyu ​​​,35,369,7,WANTED_JAY_, 中国澳门,411
2439,2024-01-30,"#杨紫要久久爱哭戏混剪# 🍇#杨紫黄瀛子# 

虽然杨紫的哭戏很能打动我，但杨紫任何戏份都诠释的好好啊！没有一场戏是浪费的，出镜就是高光哦@杨紫 

杨紫  ♬   顶配台词   ♬   演技超群   ♬   收视福星  ♬    KPI锦鲤   ♬   金牌女主  ♬    国民小花  ♬   顶尖流量  ♬#要久久爱开虐#  ​​​",35,201,168,猫猫爱旎, 中国澳门,404
88654,2024-01-01,澳门🇲🇴出发 快飞喽 ​​​,160,207,36,I·NING, 中国澳门,403
11046,2024-01-30,"#邓为# [抱一抱]#邓为0226生日快乐# 

你只顾在前方闪闪发光✨，我负责在你身后紧紧追随🤟

@邓为D ​​​",2,280,120,冬瓜茶好甜Dw, 中国澳门,402
15687,2024-01-30,"#邓为# [鮮花]#邓为0226生日快乐# 

就算荧光棒变成了拐杖你也依旧是我们的信仰

@邓为D [彩虹屁] ​​​",2,274,121,我就是个小东西D, 中国澳门,397
70004,2024-01-01,"#张靓颖[超话]# [彩虹屁]#张靓颖光巡回演唱会# 
新年快乐 元旦快乐 无锡Jane 
宝贝2024多多Jane面@张靓颖 [亲亲]

2024.1.1｜MFM🛫️ http://t.cn/A6luhrDl ​​​",22,346,27,火锅想吃渣女, 中国澳门,395
25463,2024-01-01,"#王俊凯[超话]# 💙#王俊凯官宣江苏卫视跨年# 

Let me love you～Let me love you！@TFBOYS-王俊凯 老公，2024年继续爱你💙 http://t.cn/A6lmnYap ​​​",108,270,16,Oysitong, 中国澳门,394
45663,2024-01-01,"祝大家新年快乐，
新的一年，常想念，常见面。
与李宇春一起向前，继续向前。
李宇春说话一如既往的有内涵，有思考。

#李宇春零点大合唱好感人##李宇春压轴##江苏卫视跨年##李宇春第19年跨年零点秀# http://t.cn/A6lmB5Hq ​​​",56,331,7,CC小深, 中国澳门,394
91261,2024-01-01,"#张万森林北星高中校园九宫格##张万森林北星 同桌的你# 
2024年第一天，我们圆满了张万森@屈楚萧 的遗憾，也让林北星@张佳宁 拥有了高中时真正的青涩甜蜜。作为同桌，课桌下偷偷牵着的手、“明目张胆”望向她的目光，还有教她的每一道题。稍后还有超甜的万星CP校园视频记录，记得蹲住@娱情Lab  ​​​",31,316,44,娱情Lab, 中国澳门,391
84455,2024-01-01,"还是熟悉的配方熟悉的暖场，导播老师你是懂什么才能让观众振奋的[并不简单]@江苏卫视跨年演唱会 
@李宇春 姐姐快来看看你的dama（活力版[哈哈][哈哈]

#李宇春跨年机械姬造型#cc#江苏卫视跨年# lyc#李宇春第19年跨年零点秀##李宇春[超话]#  http://t.cn/A6lucfZ9 http://t.cn/A60wh1V4 ​​​",48,311,23,阿婷明明变得快乐太多, 中国澳门,382
135059,2024-01-31,"#邓为# &#邓为0226生日快乐# 

无论坦途，还是坎坷，无论鲜花，还是荆棘，拥有一份淡然的心境和一份坚定的信念，才会生活得踏实和愉悦。 🌸🌸 

@邓为D ​​​",1,264,116,e想天开的燕窝, 中国澳门,381
84379,2024-01-01,"#赫海[超话]# 24.01.01 WEVERSE更新赫海相关
赫：
2024年
新年快乐!!
恭喜发财 😃

海：
2024年☀️
新年快乐!! ♡
爱你们哟♡ ​​​",79,293,8,掌心witheunhae, 中国澳门,380
62295,2024-01-01,#周深[超话]##2024年第一条微博# 💙 #周深官宣加盟江苏卫视跨年# 2023 年很好💙2024 年希望更上一层楼💙我們要向所有的烦恼说拜拜💙对所有的快乐说嘿嘿💙祝宝贝@卡布叻_周深 米及所有生米一切安康！举杯敬此年，愿所愿皆如愿💙 #抽跨年上上签##周深跨年主题曲一试有成上线#  ​​​,18,357,5,OlaLotus929, 中国澳门,380
92018,2024-01-01,"#王俊凯[超话]##王俊凯心引力大合唱# 💙#王俊凯心引力舞台好甜# 
20231231 江苏卫视2024跨年 《心引力》 直拍P2 http://t.cn/A6luTwmZ ​​​",79,283,17,Nirvana-Karry_涅槃站, 中国澳门,379
26213,2024-01-30,"🇲🇴city walk🚶🏽‍♀️🚶🏽
终于有时间闲下来走走停停逛逛 太舒服噜！ ​​​",1,248,130,嘟嘟卡, 中国澳门,379
2000,2024-01-01,"#张靓颖[超话]#[打call] #张靓颖没有汇率的E6# 
清平调+歌剧魅影（民乐版）
是国色大美女张靓颖啊[心]
今晚的姐姐也是满分的！@张靓颖 
2024#江苏卫视跨年演唱会# http://t.cn/A6lm0CBT ​​​",37,316,25,Helen一直的一直的往前走, 中国澳门,378
124474,2024-01-31,"#要久久爱有效播放量破5亿#🍇#杨紫黄瀛子# 

要久久爱已起飞[打call][打call][打call]
云合榜首又创新高14.8%[打call]
酷云也破4000万➕，全端热度第一[打call]
猫眼全网有效▶️量破5亿[打call]
优酷热度自改版后最快破万[打call]
灯塔全网正片播放市占率周冠NO.1[打call]

杨紫黄瀛子紫定瀛 ​​​",5,242,128,猫猫爱旎, 中国澳门,375
98341,2024-01-01,#欧阳娜娜[超话]# 签收2024年的第一条微博💌,13,322,40,歐陽娜娜Nana工作室, 中国澳门,375
4611,2024-01-01,"#林俊杰[超话]# 
20231231江苏跨年《圣所》

""Just Follow Me.""

#还得是林俊杰# http://t.cn/A6lmOtol ​​​",83,266,21,韋恩与阿舟, 中国澳门,370
45229,2024-01-01,#江苏卫视跨年#  就是这个笑容，刘宇宁的这个笑容能让我开心好久！我在摇滚区第一排喊得好大声，都快喊断气了[哈哈]。谢谢老大@摩登兄弟刘宇宁  ​​​,2,326,37,刘下来Rachel, 中国澳门,365
61545,2024-01-01,"#罗云熙[超话]##罗云熙#[給你小心心]#罗云熙真果粒品牌代言人# 

(•ॢ◡-ॢ)-♡ 2024越來越好(⁎⁍̴̛ᴗ⁍̴̛⁎)
喜歡你的感覺，永遠都是那麼美，你那溫柔的笑臉，是我致命的弱點。

@罗云熙Leo
 http://t.cn/A60R2e08 ​​​",9,218,137,Oo妮可貝斯oO, 中国澳门,364
25148,2024-01-01,"是谁新年0点就收到妈妈的红包我不说😎
祝大家新年快乐，2024年没有痘痘不过敏，买衣服没有预售，意外之财收到手软，当然还有很多很多的爱！ ​​​",1,295,65,糖雪球真好吃, 中国澳门,361
108567,2024-01-01,解读得真好。在娱乐至上流量为王的圈子里，总会有纯粹而赤忱的人坚持用作品表达态度，用内容传递价值，比如李宇春。,170,173,15,王王王多多, 中国澳门,358
9844,2024-01-01,大家新年快乐！新的一年要继续一起爱哲瀚嗷🫶🏻 ​​​,2,335,21,张哲瀚·宝藏地图1568, 中国澳门,358
11123,2024-01-30,好看,356,0,0,王1博丈母娘, 中国澳门,356
117802,2024-01-01,"#杨紫李现合照 今夕是何年# 🍇#和杨紫点亮微博之夜# 

愿我们和爱的人一起浪费人生，热泪盈眶。期待@杨紫 《国色芳华》何惟芳哦

杨紫🔺生图🔺路透🔺新剧🔺进组🔺代言
杨紫🔅红毯🔅直播🔅妆发🔅颜值🔅90花
杨紫🔸长相思🔸小夭 🔸玟小六🔸 199 爱 🔸黄瀛子🔸电影猎毒 ​​​",0,138,218,猫猫爱旎奥, 中国澳门,356
89024,2024-01-01,"#王俊凯[超话]##王俊凯江苏卫视跨年# 💙#王俊凯新歌你会找到我舞台首秀# 
20231231 江苏卫视2024跨年 新歌《你会找到我》直拍P4 http://t.cn/A6lu00X5 ​​​",65,266,24,Nirvana-Karry_涅槃站, 中国澳门,355
129577,2024-01-31,【】娟子怎么也去录时团物料了 ​​​,9,289,54,青菜炒泥蛋, 中国澳门,352
38174,2024-01-01,#刘宇宁哭了# 被看见了[爱慕]  ​​​,3,312,32,刘下来Rachel, 中国澳门,347
124721,2024-01-31,"#黄冠亨[超话]# 👑#黄冠亨 门面小福星# 
20240131【泰国音乐节】

@威神V_黄冠亨_HENDERY

cr.wong_benignboy 资源/葫芦/玉米

#今日fun创放送# http://t.cn/A6jY3BBL ​​​",25,302,18,黄冠亨·StandByHendery, 中国澳门,345
139563,2024-01-31,【】路透生图请评 ​​​,7,255,81,青菜炒泥蛋, 中国澳门,343
120182,2024-01-31,"#沈载伦[超话]#
240129 澳门一直娱签售🇲🇴
在允宝宝ㅠㅠ🤍👼🏻 ​​​",105,223,14,itsreallyu-, 中国澳门,342
74911,2024-01-01,新年快乐鸭，和一切烦恼说拜拜！[太阳][微风][音乐][比耶][鲜花] ​​​,6,251,82,猴大宝, 中国澳门,339
15015,2024-01-01,新年快乐！平安身体健康最重要啊宝贝@薛之谦 ​,72,249,15,想改名很久了xi, 中国澳门,336
2320,2024-01-30,#赫海[超话]# 24.01.30 eunhyuk_outfit 更新赫宰相关1️⃣～2️⃣： ​​​,57,276,2,掌心witheunhae, 中国澳门,335
75144,2024-01-01,"是要永久收藏的《再不疯狂我们就老了》[抱一抱][抱一抱][抱一抱]

23.12.31 李宇春江苏卫视跨年演唱会压轴零点大秀
#李宇春压轴##李宇春零点大合唱好感人##李宇春第19年跨年零点秀##李宇春[超话]# http://t.cn/A6lmrId5 ​​​",58,274,3,小沫Moyo, 中国澳门,335
6291,2024-01-30,"#上新##转/发/抽/奖# 
粉色海派甜心真的日常又大小姐的感觉！
已经沦为出街最爱的包包啦[哇]
卷+平 揪个宝 店内随机包包 ​​​",159,54,121,-BabyFaceGirl-, 中国澳门,334
29827,2024-01-01,啊啊啊啊啊啊！2024年的零点我和李宇春握手了[awsl][awsl][爱慕][爱慕]姐姐的手手好嫩啊啊啊啊啊啊[awsl][awsl][awsl]#李宇春[超话]# http://t.cn/A6lmnTiJ ​​​,47,273,13,张茗JessieCheung, 中国澳门,333
70328,2024-01-01,"1867
投稿：小尖下巴小小脸蛋，蹙着眉很无辜地却的确像是在看他已经养成的忠犬。。。的确拍视频的那个人抽着气说的“太美了”就是我想对王圆说的所有的话。 http://t.cn/A6luy2Zb ​​​",18,307,8,夏日粉钻宝石展, 中国澳门,333
30302,2024-01-01,#李宇春[超话]#  被震撼到的大合唱和舞美！！！ 李宇春和DAMA永远是最最最最棒的❤️❤️❤️ #李宇春第19年跨年零点秀##江苏卫视跨年##李宇春连续十九年零点压轴跨年##李宇春压轴#  http://t.cn/A6lmneeb ​,51,268,12,ITSSATURLYN, 中国澳门,331
69869,2024-01-01,到春节期间都用这个屏保了！[鲜花][鲜花][鲜花] ​​​,1,284,46,神仙姐姐飛儿, 中国澳门,331
121169,2024-01-31,"#华晨宇湖南春晚代言人# HCY
2022年华晨宇湖南华人春晚
——《走，一起去看日出吧》
“把烦恼都甩掉吧
我们的世界一直会很美好
其他”不重要”享受每分每秒”
2月3日19:30，锁定湖南卫视、芒果TV
和宝贝一起用欢快的歌声迎接新一年
早安@华晨宇yu ，早安火星家人们。
#华晨宇2024向阳而生# 
  ​​​",6,222,102,如愿21308042, 中国澳门,330
38586,2024-01-01,#摩登兄弟[超话]#  分享一个在开场曲候场时的可爱饱包[亲亲] 调整一下耳麦 整理仪容仪表 扩胸运动 太可爱了[亲亲] @摩登兄弟刘宇宁 ​ http://t.cn/A6lmryNd http://t.cn/A6lmrypv http://t.cn/A6lmryph,63,253,14,做个快乐冠军呀, 中国澳门,330
34781,2024-01-01,"#李宇春[超话]##李宇春压轴#
【作为怪物｜4K直拍】
点开即可收获震颤心脏的女战神之美[哆啦A梦吃惊]
（在人群中挤了一晚在看到她的那刻便都值得了[苦涩] http://t.cn/A6lmu0xr ​​​",90,224,14,瑶瑶场场前排VIP, 中国澳门,328
124494,2024-01-31,"#邓为# &#邓为0226生日快乐# 

放弃很容易，但是坚持一定很酷，我们都可以闪闪发光✨初心常在，坚持热爱，新的一天，继续灿烂！🍓🍓

@邓为D ​​​",2,213,113,e想天开的燕窝, 中国澳门,328
21165,2024-01-30,"偶尔会看到有人问这是什么时候的呀😂
➡️ 新发的原创微博就是实时最新的灿白
➡️ 每天18:14开始转发的都是N年前今天的灿白
基本上都会标明日期和物料名字的啦☺️ ​​​",2,307,15,N年前今天的灿白, 中国澳门,324
2113,2024-01-30,"#bossnoeul[超话]# 
🐣抽獎貼🐰
獎品：澳門咖啡廳應援包*1+佈置用照片*2
數量：50份
要求：轉贊評這條微博說出對BossNoeul的祝福
開獎日期📅：年初一（2月10日）中午十二點
⚠️運費自理（獎品從珠海寄出）‼️ ​ http://t.cn/A6jlqjd9 ​​​",86,116,122,BossNoeul_MacauSupport, 中国澳门,324
41671,2024-01-01,"#罗云熙[超话]##和罗云熙一起迎接2024#[給你小心心]#罗云熙#

踏入2024年，願在新的一年：
[給你小心心]熙哥一切順利！身體健康！青春永駐！[給你小心心]
苦盡甘來，所以你來了♡Life+u＝sweet ♡

@罗云熙Leo ​​​",9,187,125,Oo妮可貝斯oO, 中国澳门,321
38041,2024-01-01,卧槽！！！ ​​​,4,225,92,凯爷真绝世美颜, 中国澳门,321
75524,2024-01-01,我和我的搭档李宇春的合唱舞台[打call]#李宇春第19年跨年零点秀# http://t.cn/R2WxFL3 http://t.cn/A6lubkcg ​​​,19,290,11,不安分的小飞机, 中国澳门,320
120792,2024-01-31,"#间谍过家家##cos##cosplay##二次元cos大赏##约尔##间谍过家家[超话]#http://t.cn/A6jT0Moh
✨卷关揪3位幸运儿送电子档✨
【全64p正片可私或直通贝勾买解锁🔒↓】
————————————————————————
1月 Jun.

🖤约尔·福杰🖤

 「恕我冒昧，请允许我取走您的性命」

约尔： ​​​",100,173,47,三时Aranea, 中国澳门,320
6446,2024-01-30,"#肖战[超话]#[心]#肖战宝诗龙全球品牌代言人# [心]#肖战# [心]
    #宝诗龙百年世家# 
全球品牌代言人肖战@X玖少年团肖战DAYTOY 率性出镜宝诗龙全新“Icons世家标志”广告大片，尽释#宝诗龙Quatre#历经时光蜕变的隽永风采，传递守护力量与先锋格调。 http://t.cn/A6jObSkF ​​​",50,45,224,凤玖Kelly, 中国澳门,319
2537,2024-01-30,"#华晨宇湖南春晚代言人# HCY
哇塞！！哇塞！！好激动！！好兴奋
2月3日19:30，锁定湖南卫视、芒果TV，
和华晨宇一起迎接新年啦[打call][打call][打call]
早安@华晨宇yu ，早安火星家人们
#华晨宇2024向阳而生# 
 http://t.cn/A6jpX5SS ​​​",4,211,101,如愿21308042, 中国澳门,316
35972,2024-01-30,"昨天才给思炫了我吃了同款[doge]
今天她就给我炫耀她还吃了大草莓🍓
哼哼哼下次再来继续吃吧[awsl] ​​​",1,300,14,带着炸鸡过日子, 中国澳门,315
14839,2024-01-01,"#刘宇宁哭了# 补发刘宇宁30号《中国智慧中国行》彩排直拍直出@摩登兄弟刘宇宁 
#江苏卫视跨年#  
http://t.cn/A6lmTMWr http://t.cn/A6NSDuuL ​​​",26,267,20,刘下来Rachel, 中国澳门,313
30300,2024-01-01,"#李宇春[超话]##李宇春第19年跨年零点秀# #李宇春跨年机械姬造型# #李宇春舞台几克拉# 大家一定要点开这个视频！！！马甲线在你面前啊啊啊啊啊啊啊啊啊！！！[亲亲]《作为怪物》YYDS！！！
第一次和春春一起跨年！[抱一抱] http://t.cn/A6lmEMfk http://t.cn/A60wh1V4 ​​​",88,196,27,歪歪的麦萌瑞, 中国澳门,311
121066,2024-01-31,"#肖战[超话]#[心]#肖战#[心]#日常见肖战#[心] 
回顾@X玖少年团肖战DAYTOY 的vlog福利中的温暖[兔子]
“还会有新的故事等着我们一起奔赴～[心]”
保持炙热，坚持下去，无限可能[加油]
http://t.cn/AiTHE045 ​​​",52,34,222,凤玖Kelly, 中国澳门,308
135238,2024-01-31,"#檀健次白晓宇# 😊 #檀健次相柳# 
/
距离《长相思》第一季开播至今已经要半年了😍
前两天重回V木旁的相柳大人实在太🐮🍺啦🤩
第二季快点来吧💛💛
/
把入坑时画的柳柳蛇发岀来预祝《被我弄丢的你》🎫房棒棒棒✨✨✨✨✨
/
3月8日在电影院约定你，一起看白晓宇的爱情故事吧😉
 ​​​",10,112,184,Tomo_兔毛_檀一首MONALISA, 中国澳门,306
120960,2024-01-31,"#DINO李灿[超话]# 🦦#李灿##为李灿的20代应援# 
【240131】inside svt 李灿cut

特别特别有活力的小灿！！！

cr.alwaysdinofan 
[转载注明出处] 
📸️Dino ig：feat.Dino 
🗺️Dinonara：http://t.cn/A6CPev0X 
🫧招新公告：http://t.cn/A6Nf93Ic ​​​ http://t.cn/A6jTTWZM http://t.cn/A6jTTWZ0 http://t.cn/A6jTTWZY http://t.cn/A6jTTWZu http://t.cn/A6jTTWZD http://t.cn/A6jTTWwP http://t.cn/A6jTTWw2",28,272,5,RainbowChan_DINO李灿, 中国澳门,305
14815,2024-01-01,"#孟子义[超话]# 
20240101｜江苏卫视跨年演唱会
倒计时结束啦～
新年快乐！2024加油！@孟子义 http://t.cn/A6lmT9cA ​​​",7,257,37,叶南衣不想谢顶, 中国澳门,301
75467,2024-01-01,"#周深[超话]#[打call] #周深加盟江苏卫视跨年# [打call] #江苏卫视跨年# 

2023.12.31《更好2024江苏卫视跨年演唱会》
周深《Heart of Peace》饭拍

""One heart of peace
Is all we need""

@卡布叻_周深 新年快乐！愿2024年大家都好好的！！

📢📢📢 视频禁二传二改禁商用！ 

  ​​​",30,240,30,周深香港生米鋪, 中国澳门,300
2432,2024-01-30,今天上午，以色列占领军的一支部队伪装成医务人员，潜入杰宁的伊本-西纳医院，暗杀了三名巴勒斯坦青年： Mohammad Jalamneh 以及 Basil 和 Mohammad al-Ghazawi 兄弟。 http://t.cn/A6jWMbLF ​​​,29,252,18,无心简影, 中国澳门,299
121175,2024-01-31,"這場直拍真的是神直拍[淚]
坐著扭站著扭帶著眼鏡扭脫掉眼鏡扭
每一秒都反覆細品🥹
世上真的不可以沒有金俊勉的直拍[苦澀][苦澀]

Cr.logo

#金俊勉[超话]# http://t.cn/A6jTCNMs ​​​",29,261,6,WuliNamNam, 中国澳门,296
2048,2024-01-31,8673【听听】驼背 背厚 肩膀很圆 问问宝宝们练什么合适！大概几天出成效[抓狂] ​​​,26,241,28,美丽大联盟_, 中国澳门,295
6732,2024-01-30,"⏰只团28个小时｜1.31截！

🌟护肤彩妆
发得快！（花知晓有部分在途

🥜 下单备注""花生〞，改价后付款
🚫 没备注/用红包 不改价，请重新下单喔
📦 含包邮单品即整单包u

护肤🔗  http://t.cn/A6lP8eop
彩妆🔗  http://t.cn/A6jWF66N

milktouch粉饼返场！
花知晓天使腮红膏🆕！
gracebab ​​​",8,196,91,几个花生, 中国澳门,295
139610,2024-01-31,"啊？去年12月我还和赵露思在同一间酒店呢[哆啦A梦害怕]咋啦
#曝张艺兴赵露思两人车曾停同一酒店# ​​​ http://t.cn/A6jYmYIO http://mapi/6b16df91gy1hmcxi7uqucj21ca1z4x0x",3,283,8,带着炸鸡过日子, 中国澳门,294
7127,2024-01-30,"#杨紫你可真能藏# 🍇#杨紫黄瀛子#

演员@杨紫 敞开心扉，拥抱阳光，传递温暖，用积极、乐观、向上、善良的心态去待人处事，把快乐和美好分享给身边的每一个人。用仁爱之心去帮助他人，去找寻快乐，在付出与历练中成就自己的梦想。今晚加油破万[老师好][老师好]

杨紫🔺生图🔺路透🔺新剧🔺进 ​​​",2,67,223,猫猫爆锤小疤丝, 中国澳门,292
30741,2024-01-01,#李宇春[超话]##李宇春第19年跨年零点秀##李宇春舞台几克拉# ​​​新年快乐李宇春@李宇春 http://t.cn/A6lm8KIx ​​​,31,256,4,玉米太高调人品会爆发的, 中国澳门,291
108461,2024-01-01,"#DINO李灿[超话]# 🦦#dino首次solo##李灿# 
【240101】xuminghao_o insstory更新 李灿相关

[转载注明出处] 
📸️Dino ig：feat.Dino 
🗺️Dinonara：http://t.cn/A6CPev0X 
🫧招新公告：http://t.cn/A6Nf93Ic ​​​",30,237,22,RainbowChan_DINO李灿, 中国澳门,289
84834,2024-01-01,"#曾可妮[超话]##曾可妮七夜雪# 

240101 MFM🛫

新的一年，新的开始

@曾可妮Jenny-Z ​​​",59,183,42,RabbitHole丨曾可妮, 中国澳门,284
20721,2024-01-30,#TXT组合[超话]# 爱宝乐园的小档们～太太太可爱了😭🥰 用来做壁纸刚刚好😍 ​​​,11,251,19,imlulala, 中国澳门,281
85038,2024-01-01,自得琴社祝大家新年新气象~事事顺利，让我们一起迎接更好的2024！元旦快乐！[心][打call]#自得琴社[超话]# http://t.cn/A6lut1Fh ​​​,10,248,20,自得琴社, 中国澳门,278
6387,2024-01-30,#与李易峰一六相伴一路爱# 镜双城真是一部被低估的电视剧，尽管从一开拍就被那些不怀好意的人拼命地踩，因为草的颜值太高，身材和气质太好，黑子就换了一种方式去踩，就拼命洗脑路人说草草胖，其实草草一点也不胖，而且还很帅，当然和那些瘦得皮包骨的人干和刀削脸的小矬子比，草草是比他们胖了和高了 ​,41,207,29,我爱小草666, 中国澳门,277
