,content,city,date,id,n_repost,n_comment,n_like,influency
6569,"我分享了【黄坤明同志在广东省高质量发展大会上的讲话实录（2024）】, 快来看吧！@小米浏览器 | http://t.cn/A6YaMmX8 ​​",潮州市,2024-02-18,明明很大du,0,0,0.0,0.0
3816,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6YaiOwb ​​,潮州市,2024-02-18,用户6273107520,0,0,0.0,0.0
1693,《#2024广东省高质量发展大会#》有事搜一搜，没事看一看http://t.cn/A6YaJgV5 ​​,潮州市,2024-02-18,用户7573526574,0,0,0.0,0.0
8341,『黄坤明同志在广东省高质量发展大会上的讲话实录（2024）』http://t.cn/A6YSb0VS ​​,潮州市,2024-02-19,ZFQ琪爷,0,0,0.0,0.0
10089,#开年第一弹智造业强省# http://t.cn/A6YoRnt5 ​​,潮州市,2024-02-20,迷彩小八路,0,0,0.0,0.0
3889,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） http://t.cn/A6YaHnX8 ​​,潮州市,2024-02-18,冬儿4101,0,0,0.0,0.0
8935,"我分享了【新春第一会！广东省高质量发展大会18日召开】, 快来看吧！ | http://t.cn/A6YS2MGX ​​",潮州市,2024-02-19,用户7900633282,0,0,0.0,0.0
2703,新春第一会！广东省高质量发展大会18日召开 http://t.cn/A6YaijRI ​​,潮州市,2024-02-18,用户6273107520,0,0,0.0,0.0
2573,#2024年广东高质量发展大会# http://t.cn/A6Yah9Mv ​​,潮州市,2024-02-18,yyq1995余,0,0,0.0,0.0
3519,《新春第一会！广东省高质量发展大会18日召开》有事搜一搜，没事看一看http://t.cn/A6Ya7u9P ​​,潮州市,2024-02-18,用户7778024879,0,0,0.0,0.0
2861,#2024广东省高质量发展大会##读懂高质量发展就读懂了新广东# http://t.cn/A6YacGtU ​​,潮州市,2024-02-18,柒柒叭叭咔咔,0,0,0.0,0.0
2709,新春第一会！广东省高质量发展大会18日召开 http://t.cn/A6YXdYP4 ​​,潮州市,2024-02-18,用户7888279168,0,0,0.0,0.0
10259,#开年第一弹智造业强省# http://t.cn/A6YoQHBo ​​,潮州市,2024-02-20,桓桓弟弟,0,0,0.0,0.0
1150,《#2024广东省高质量发展大会#》有事搜一搜，没事看一看http://t.cn/A6Ya7BV3 ​​,潮州市,2024-02-18,海阔的天空sp,0,0,0.0,0.0
2878,直播：2024广东省高质量发展大会http://t.cn/A6YXk98V #高质量发展广东站C位 ​​,潮州市,2024-02-18,晴柔YY,0,0,0.0,0.0
14127,. ​​,潮州市,2024-02-26,潮安中介,0,0,0.0,0.0
4028,"我分享了【新春第一会！广东省高质量发展大会18日召开】, 快来看吧！@小米浏览器 | http://t.cn/A6YaPrwF ​​",潮州市,2024-02-18,用户6229995415,0,0,0.0,0.0
1851,#2024广东省高质量发展大会# http://t.cn/A6Ya8Xlm ​​,潮州市,2024-02-18,用户7888816375,0,0,0.0,0.0
11988,热水专家的笔记 #在过一种很龙的年 #这个模板有点东西  能率公司欢迎我#爱恒温用能率  #汕头  #能... （分享自小红书）#小红书精选#http://t.cn/A6YObH6m ​​,潮州市,2024-02-25,恒温热水器汕头,0,0,0.0,0.0
3620,广东新春第一会，为什么聚焦这个主题？@QQ浏览器 http://t.cn/A6YXsIkQ,潮州市,2024-02-18,魑魅魍魉卡士68085,0,0,0.0,0.0
5980,#开年第一弹智造业强省# http://t.cn/A6YanWl7 ​​,潮州市,2024-02-18,俊俏明月,0,0,0.0,0.0
15888,"#泉州# 早餐来一碗面线糊，泉州的面线糊是豪华版，配料有二三十种，可以根据个人喜好加料，加几样再搭根油条就二三十蚊了。

水门国仔面线糊，水门巷店是老店新装修，他家的早餐种类比其他店要多些，面线糊比较粘稠，面线糊和配料的口感比较清淡，油条松脆，适合广东人口味。

配料种类很丰富，也有鱼胶、鱼肚、干贝等小贵的食材，干贝嚼着挺鲜，再软一些更佳。

推荐猪红汤和五香卷，猪红汤的猪红不嫩不老，胡椒分量也是想要的口味；五香卷比在福州吃的甜些，加热吃正正好。",潮州市,2024-02-27,鱼游草地,0,0,0.0,0.0
10361,来自【mp.weixin.qq.com】的分享 http://t.cn/A6YaNpsJ ​​,潮州市,2024-02-21,zz今天也要加油鸭_,0,0,0.0,0.0
26962,"2.29 纪念一下吧 <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 潮州·潮州古城 ​​",潮州市,2024-02-29,独目星,0,0,0.0,0.0
25502,"柏城诚聘：直播助理和平台主播，欢迎有经验有信心的人来加入！
招聘要求请看海报！
福利：可购买社保、餐补、生日会
地址:潮州市潮安区庵埠镇大鉴村维新路5号
联系人电话:*********** ​​",潮州市,2024-02-28,潮安中介,0,0,0.0,0.0
5550,广东新春第一会，为什么聚焦这个主题？ http://t.cn/A6YaIdtI ​​,潮州市,2024-02-18,Pisces_旭,0,0,0.0,0.0
3994,#开年第一弹智造业强省# http://t.cn/A6YaMPTl ​​,潮州市,2024-02-18,Pisces_旭,0,0,0.0,0.0
3370,新春第一会！广东省高质量发展大会18日召开 http://t.cn/A6YafvVP ​​,潮州市,2024-02-18,乱飞的风琴,0,0,0.0,0.0
6505,"我分享了【#开工第一天精神状态话题##2024广东省高质量发展大会#】, 快来看吧！@小米浏览器 | http://t.cn/A6YaP3zo ​​",潮州市,2024-02-18,用户6229995415,0,0,0.0,0.0
2946,#2024广东省高质量发展大会# http://t.cn/A6YaAe5p ​​,潮州市,2024-02-18,JJ8102,0,0,0.0,0.0
336,"我分享了【#2024广东省高质量发展大会#】, 快来看吧！@小米浏览器 | http://t.cn/A6YaxHvl ​​",潮州市,2024-02-18,用户3630424182,0,0,0.0,0.0
1165,黄坤明同志在广东省高质量发展大会上的讲话实录（2024）_南方+_南方plus@手机浏览器 http://t.cn/A6YaANgo ​​,潮州市,2024-02-18,zz今天也要加油鸭_,0,0,0.0,0.0
3547,新春第一会！广东省高质量发展大会18日召开 http://t.cn/A6YamPtE ​​,潮州市,2024-02-18,扶我起来我还可以干活,0,0,0.0,0.0
12490,"#满小饱天官赐福元宵节送典藏##满小饱天官赐福#  @满小饱 #带着边框一起拍# 

满小饱米线是一种速食米线，因其独特的配方和方便的制作方式而受到广泛欢迎。米线劲道、肉酱十足、响铃美味，配上醒目的红色包装，让人食欲大增。该产品由上海满小饱食品科技有限公司研发和生产，其母公司上海元星集团也在行业内有着广泛的影响力。满小饱米线在天猫和抖音等电商平台上销售量非常高，是方便米线/米粉类目的销售金额第一名。此外，满小饱米线还设有集团总部，深耕食品和连锁餐饮品牌的经营，谋求更快的品牌发展。

满小饱米线有多种口味，其中比较常见的口味有酸辣味、麻辣味、酸菜味等。此外，满小饱米线还有推出一些特别口味，如红烧牛肉味、番茄味等，以满足不同消费者的口味需求。总体来说，满小饱米线的口味比较浓郁，口感丰富，让人一吃难忘。#美食[超话]# <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 潮州·潮安人民公园",潮州市,2024-02-25,郭锦蓉我想你呀,0,0,0.0,0.0
6347,广东新春第一会，为什么聚焦这个主题？@QQ浏览器 http://t.cn/A6YavSR9 ​​,潮州市,2024-02-18,加斯科尼亚人,0,0,0.0,0.0
1859,"#开工第一天精神状态我分享了【#2024广东省高质量发展大会#】, 快来看吧！@小米浏览器 | http://t.cn/A6Yazfk3",潮州市,2024-02-18,芋沌,0,0,0.0,0.0
11560,转发微博,潮州市,2024-02-25,轻度社恐人员,0,0,0.0,0.0
4726,黄坤明同志在广东省高质量发展大会上的讲话实录（2024） [加油][加油] http://t.cn/A6YaJoll ​​,潮州市,2024-02-18,空空老头,0,0,0.0,0.0
10280,"我分享了【黄坤明同志在广东省高质量发展大会上的讲话实录（2024）】, 快来看吧！@小米浏览器 | http://t.cn/A6Yogqmk ​​",潮州市,2024-02-20,5Yi65a6i,0,0,0.0,0.0
4550,#2024广东省高质量发展大会# http://t.cn/A6Ya8fzC ​​,潮州市,2024-02-18,用户7888816375,0,0,0.0,0.0
6133,#2024广东省高质量发展大会# http://t.cn/A6YazvNr ​​,潮州市,2024-02-18,飞天小猪飞蛾,0,0,0.0,0.0
