,content,city,date,id,n_repost,n_comment,n_like,influency
31533,"好像有毛病。。。首先是因为有个人小小号叫了毒的黑称所以粉丝喊我拉黑的。。然后可能是这个人的小号换了个号说陈都灵是你心肝吧。。我不想跟他纠缠所以也一起拉黑了。。笑的要死。。（而且我拉黑的人多了去了扣粉籍拉黑的也多了，一个小号出来跳粉丝就出来骂我。。
还有yxh不带大名不给我担做数据还想要kpi，我欠你的啊（没空sj哈，这人一直在我群里半夜退群正好看到这么无语的言论，难为你们忍辱负重
不是你们嘟丝到底是蠢还是裙底被别家钻烂了才能说出这种话😅",佛山市,2024-02-29,温如也,0,3,0.0,3.0
11361,吃了火锅，逛了公园，喝了奶茶，走了通济，看了烟花，挤了地铁。这个年终于过完了。 ​​,佛山市,2024-02-24,彩虹飞翔chf,0,3,0.0,3.0
12049,"异地快乐元宵节[龙卷风]
慢生活偶尔去感受真的很放空
期待下一次[憧憬] <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 惠州·大亚湾 ​​",佛山市,2024-02-25,-王玉YU,0,2,0.0,2.0
11621,原来妮妮说过年家里必吃的甜烧白，就类似咱广东的咸口南乳扣肉啊[干饭人][色]希望去成都可以试试甜口的,佛山市,2024-02-25,蛋子呀,0,2,0.0,2.0
12460,"吃到好吃的就很开心！！🙌🏻 <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 广州 ​​",佛山市,2024-02-25,啵啵比V,0,2,0.0,2.0
12125,佛山新抱仔第一次体验佛山过年哈哈哈哈好特别好有趣啊[比耶][锦鲤附体]风车大队行通济啦[憧憬][哇] ​​,佛山市,2024-02-25,IamSuIY,0,2,0.0,2.0
11477,进来了[裂开]广东的天气是真的bt忽冷忽热的 ​​,佛山市,2024-02-24,小俊秋铃,0,2,0.0,2.0
15579,"今年繼續 無閉翳[彩虹屁]
諗唔到今年16都咁多人 連續3日都係咁
翻屋企條路好多都攞住風車 大人細路都有 好有愛[抱一抱][抱一抱] ​​",佛山市,2024-02-27,_YsY_IYGNAY,0,2,0.0,2.0
5062,《#2024广东省高质量发展大会#》有事搜一搜，没事看一看http://t.cn/A6YafpFA ​​,佛山市,2024-02-18,YYYan翔,0,1,0.0,1.0
27506,"来试下近排好火的油桶咖啡🛢️ <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 佛山·GINGER COFF 執著咖啡(油罐工厂店) ​​",佛山市,2024-02-29,抱走萝莉P,0,1,0.0,1.0
18996,"佛山city walk中场休息❤️品尝瓦煲煮奶茶

在佛山禅城city walk到网红地——岭南天地，都要11点了，不想太累，一行人就来到KAKA CASTLE稍事休息。

这是一家可以围炉煮奶茶的店，若认为它是简单的茶饮店好像又错了。

KAKA CASTLE的摆设充满清末民初风格。三间两廊式的房屋结构，水磨青砖为墙，顺着楼梯上二楼，可见到锅耳式山墙、瓦脊、雕花屋檐，景致一流。可惜二楼暂时不开，我们回到一楼挑了竹台竹椅座位。

煮奶茶的材料需要配置的，趁着空档我们先喝一壶中国茶大红袍。茶水清香，刚好一泡的时间，奶茶就上来了。

瓦煲煮奶茶，关键在“围炉煮”。上茶的师傅负责教会怎么煮。其实不难，烧干瓦煲后加茶叶，搅几十秒后倒入糖，搅成焦糖状，加奶，再加红枣、桂圆，煮一下然后过滤，随后撒上你喜欢的玫瑰。

倒来倒去的过程有点像玩过家家，但围坐一起的人有了共同的事要做，气氛就显得更活跃了。

奶茶、中国茶可以一并放在炉上温着，在寒冷的冬天，一伙人围在桌子边轮着倒着茶，更觉温暖与团结呀！

奶茶有很多风味可以挑。我们的是荔枝乌龙加玫瑰花，反正可能是自己煮的。觉得比外边买的好喝咧。❤️

#亿点曝光计划##我的美食日记##好物分享# <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 佛山·禅城",佛山市,2024-02-28,椰子妹vvvvvvv,0,1,0.0,1.0
14648,#穆祉丞周边中转站[超话]#这大概多久能到啊我从sjz出单号开始就一直在等了[裂开] ​​,佛山市,2024-02-27,没有树枝的摆烂,0,1,0.0,1.0
27419,幸福的小女孩[太开心] ​​,佛山市,2024-02-29,鄭Dhhh,0,1,0.0,1.0
11444,"元宵快乐～ <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 佛山·顺德 ​​",佛山市,2024-02-24,EMBRACELIFE_9,0,1,0.0,1.0
12476,"冇闭翳🧨😍🧧 <img style=""width: auto !important"" src=""http://files.yqt365.com/ddww.png""> 佛山·通济桥 ​​",佛山市,2024-02-25,-GCcc-,0,1,0.0,1.0
